topic,seed,policy,n,positives,reviewed,metric,status,value,numerator,denominator,requested_depth,censor_lower_bound,censor_reason
C12,47,seed_similarity,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.5118110236220472,65.0,127.0,1524.0,,
C12,47,seed_similarity,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.5249343832020997,200.0,381.0,1624.0,,
C12,47,seed_similarity,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.6141732283464567,78.0,127.0,2524.0,,
C12,47,seed_similarity,23149,381,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,47,seed_similarity,23149,381,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,47,seed_similarity,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,47,seed_similarity,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,47,uncertainty,23149,381,5000,recall_at_1000,OBSERVED,0.7322834645669292,93.0,127.0,1000.0,,
C12,47,uncertainty,23149,381,5000,recall_at_R,OBSERVED,0.4671916010498688,178.0,381.0,381.0,,
C12,47,uncertainty,23149,381,5000,recall_at_2R,OBSERVED,0.6929133858267716,88.0,127.0,762.0,,
C12,47,uncertainty,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.4671916010498688,178.0,381.0,381.0,,
C12,47,uncertainty,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.5695538057742782,217.0,381.0,481.0,,
C12,47,uncertainty,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.7716535433070866,98.0,127.0,1381.0,,
C12,47,uncertainty,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.6929133858267716,88.0,127.0,762.0,,
C12,47,uncertainty,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.7139107611548556,272.0,381.0,862.0,,
C12,47,uncertainty,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.8057742782152231,307.0,381.0,1762.0,,
C12,47,uncertainty,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.7847769028871391,299.0,381.0,1524.0,,
C12,47,uncertainty,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.7979002624671916,304.0,381.0,1624.0,,
C12,47,uncertainty,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.8241469816272966,314.0,381.0,2524.0,,
C12,47,uncertainty,23149,381,5000,effort_at_75,OBSERVED,1085.0,1085.0,1.0,,,
C12,47,uncertainty,23149,381,5000,batch_effort_at_75,OBSERVED,1106.0,1106.0,1.0,,,
C12,47,uncertainty,23149,381,5000,depth_fraction_at_75,OBSERVED,0.0468702751738736,155.0,3307.0,,,
C12,47,uncertainty,23149,381,5000,depth_per_positive_at_75,OBSERVED,2.847769028871391,1085.0,381.0,,,
C12,47,uncertainty,23149,381,5000,effort_at_80,OBSERVED,1698.0,1698.0,1.0,,,
C12,47,uncertainty,23149,381,5000,batch_effort_at_80,OBSERVED,1884.0,1884.0,1.0,,,
C12,47,uncertainty,23149,381,5000,depth_fraction_at_80,OBSERVED,0.07335090068685472,1698.0,23149.0,,,
C12,47,uncertainty,23149,381,5000,depth_per_positive_at_80,OBSERVED,4.456692913385827,566.0,127.0,,,
C12,47,uncertainty,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,uncertainty,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,47,uncertainty,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,47,uncertainty,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C15,11,auto_tar,23149,4179,5000,recall_at_1000,OBSERVED,0.23665948791576932,989.0,4179.0,1000.0,,
C15,11,auto_tar,23149,4179,5000,recall_at_R,OBSERVED,0.8798755683177794,3677.0,4179.0,4179.0,,
C15,11,auto_tar,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.8798755683177794,3677.0,4179.0,4179.0,,
C15,11,auto_tar,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.888490069394592,3713.0,4179.0,4279.0,,
C15,11,auto_tar,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,auto_tar,23149,4179,5000,effort_at_75,OBSERVED,3273.0,3273.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,batch_effort_at_75,OBSERVED,3479.0,3479.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,depth_fraction_at_75,OBSERVED,0.1413883969069938,3273.0,23149.0,,,
C15,11,auto_tar,23149,4179,5000,depth_per_positive_at_75,OBSERVED,0.7832017229002154,1091.0,1393.0,,,
C15,11,auto_tar,23149,4179,5000,effort_at_80,OBSERVED,3535.0,3535.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,batch_effort_at_80,OBSERVED,3847.0,3847.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,depth_fraction_at_80,OBSERVED,0.1527063804052011,505.0,3307.0,,,
C15,11,auto_tar,23149,4179,5000,depth_per_positive_at_80,OBSERVED,0.8458961474036851,505.0,597.0,,,
C15,11,auto_tar,23149,4179,5000,effort_at_90,OBSERVED,4423.0,4423.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,batch_effort_at_90,OBSERVED,4698.0,4698.0,1.0,,,
C15,11,auto_tar,23149,4179,5000,depth_fraction_at_90,OBSERVED,0.19106656875026998,4423.0,23149.0,,,
C15,11,auto_tar,23149,4179,5000,depth_per_positive_at_90,OBSERVED,1.0583871739650634,4423.0,4179.0,,,
C15,11,explore_10,23149,4179,5000,recall_at_1000,OBSERVED,0.21847331897583153,913.0,4179.0,1000.0,,
C15,11,explore_10,23149,4179,5000,recall_at_R,OBSERVED,0.843742522134482,3526.0,4179.0,4179.0,,
C15,11,explore_10,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.843742522134482,3526.0,4179.0,4179.0,,
C15,11,explore_10,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.8528356066044508,1188.0,1393.0,4279.0,,
C15,11,explore_10,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,explore_10,23149,4179,5000,effort_at_75,OBSERVED,3555.0,3555.0,1.0,,,
C15,11,explore_10,23149,4179,5000,batch_effort_at_75,OBSERVED,3847.0,3847.0,1.0,,,
C15,11,explore_10,23149,4179,5000,depth_fraction_at_75,OBSERVED,0.1535703486111711,3555.0,23149.0,,,
C15,11,explore_10,23149,4179,5000,depth_per_positive_at_75,OBSERVED,0.8506819813352476,1185.0,1393.0,,,
C15,11,explore_10,23149,4179,5000,effort_at_80,OBSERVED,3850.0,3850.0,1.0,,,
C15,11,explore_10,23149,4179,5000,batch_effort_at_80,OBSERVED,4252.0,4252.0,1.0,,,
C15,11,explore_10,23149,4179,5000,depth_fraction_at_80,OBSERVED,0.16631387964922892,550.0,3307.0,,,
C15,11,explore_10,23149,4179,5000,depth_per_positive_at_80,OBSERVED,0.9212730318257957,550.0,597.0,,,
C15,11,explore_10,23149,4179,5000,effort_at_90,OBSERVED,4817.0,4817.0,1.0,,,
C15,11,explore_10,23149,4179,5000,batch_effort_at_90,OBSERVED,5000.0,5000.0,1.0,,,
C15,11,explore_10,23149,4179,5000,depth_fraction_at_90,OBSERVED,0.2080867424078794,4817.0,23149.0,,,
C15,11,explore_10,23149,4179,5000,depth_per_positive_at_90,OBSERVED,1.1526681024168461,4817.0,4179.0,,,
C15,11,fixed_20,23149,4179,5000,recall_at_1000,OBSERVED,0.23594161282603493,986.0,4179.0,1000.0,,
C15,11,fixed_20,23149,4179,5000,recall_at_R,OBSERVED,0.8911222780569514,532.0,597.0,4179.0,,
C15,11,fixed_20,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.8911222780569514,532.0,597.0,4179.0,,
C15,11,fixed_20,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.899736779133764,3760.0,4179.0,4279.0,,
C15,11,fixed_20,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,fixed_20,23149,4179,5000,effort_at_75,OBSERVED,3223.0,3223.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,batch_effort_at_75,OBSERVED,3241.0,3241.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,depth_fraction_at_75,OBSERVED,0.13922847639206878,3223.0,23149.0,,,
C15,11,fixed_20,23149,4179,5000,depth_per_positive_at_75,OBSERVED,0.7712371380713089,3223.0,4179.0,,,
C15,11,fixed_20,23149,4179,5000,effort_at_80,OBSERVED,3491.0,3491.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,batch_effort_at_80,OBSERVED,3501.0,3501.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,depth_fraction_at_80,OBSERVED,0.15080565035206706,3491.0,23149.0,,,
C15,11,fixed_20,23149,4179,5000,depth_per_positive_at_80,OBSERVED,0.8353673127542475,3491.0,4179.0,,,
C15,11,fixed_20,23149,4179,5000,effort_at_90,OBSERVED,4283.0,4283.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,batch_effort_at_90,OBSERVED,4301.0,4301.0,1.0,,,
C15,11,fixed_20,23149,4179,5000,depth_fraction_at_90,OBSERVED,0.18501879130847984,4283.0,23149.0,,,
C15,11,fixed_20,23149,4179,5000,depth_per_positive_at_90,OBSERVED,1.0248863364441254,4283.0,4179.0,,,
C15,11,frozen_svm,23149,4179,5000,recall_at_1000,OBSERVED,0.15218951902368988,212.0,1393.0,1000.0,,
C15,11,frozen_svm,23149,4179,5000,recall_at_R,OBSERVED,0.41421392677674085,577.0,1393.0,4179.0,,
C15,11,frozen_svm,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.41421392677674085,577.0,1393.0,4179.0,,
C15,11,frozen_svm,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.4204355108877722,251.0,597.0,4279.0,,
C15,11,frozen_svm,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,frozen_svm,23149,4179,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,frozen_svm,23149,4179,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,frozen_svm,23149,4179,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,frozen_svm,23149,4179,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,random,23149,4179,5000,recall_at_1000,OBSERVED,0.046183297439578844,193.0,4179.0,1000.0,,
C15,11,random,23149,4179,5000,recall_at_R,OBSERVED,0.17946877243359655,250.0,1393.0,4179.0,,
C15,11,random,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.17946877243359655,250.0,1393.0,4179.0,,
C15,11,random,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.18257956448911222,109.0,597.0,4279.0,,
C15,11,random,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,random,23149,4179,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,random,23149,4179,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,random,23149,4179,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,random,23149,4179,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,random,23149,4179,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,random,23149,4179,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,random,23149,4179,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,seed_similarity,23149,4179,5000,recall_at_1000,OBSERVED,0.20770519262981574,124.0,597.0,1000.0,,
C15,11,seed_similarity,23149,4179,5000,recall_at_R,OBSERVED,0.5955970327829624,2489.0,4179.0,4179.0,,
C15,11,seed_similarity,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.5955970327829624,2489.0,4179.0,4179.0,,
C15,11,seed_similarity,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.6030150753768844,120.0,199.0,4279.0,,
C15,11,seed_similarity,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,seed_similarity,23149,4179,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,seed_similarity,23149,4179,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,seed_similarity,23149,4179,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,seed_similarity,23149,4179,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,uncertainty,23149,4179,5000,recall_at_1000,OBSERVED,0.1316104331179708,550.0,4179.0,1000.0,,
C15,11,uncertainty,23149,4179,5000,recall_at_R,OBSERVED,0.3910026322086624,1634.0,4179.0,4179.0,,
C15,11,uncertainty,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.3910026322086624,1634.0,4179.0,4179.0,,
C15,11,uncertainty,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.3965063412299593,1657.0,4179.0,4279.0,,
C15,11,uncertainty,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,11,uncertainty,23149,4179,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,uncertainty,23149,4179,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,11,uncertainty,23149,4179,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C15,11,uncertainty,23149,4179,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,1.1964584828906437,target_not_reached
C15,29,auto_tar,23149,4179,5000,recall_at_1000,OBSERVED,0.23881311318497248,998.0,4179.0,1000.0,,
C15,29,auto_tar,23149,4179,5000,recall_at_R,OBSERVED,0.8731754008135918,3649.0,4179.0,4179.0,,
C15,29,auto_tar,23149,4179,5000,recall_at_2R,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_1R_plus_0,OBSERVED,0.8731754008135918,3649.0,4179.0,4179.0,,
C15,29,auto_tar,23149,4179,5000,recall_at_1R_plus_100,OBSERVED,0.8805934434075138,3680.0,4179.0,4279.0,,
C15,29,auto_tar,23149,4179,5000,recall_at_1R_plus_1000,CENSORED,CENSORED,,,5179.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_2R_plus_0,CENSORED,CENSORED,,,8358.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_2R_plus_100,CENSORED,CENSORED,,,8458.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_2R_plus_1000,CENSORED,CENSORED,,,9358.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_4R_plus_0,CENSORED,CENSORED,,,16716.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_4R_plus_100,CENSORED,CENSORED,,,16816.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,recall_at_4R_plus_1000,CENSORED,CENSORED,,,17716.0,,requested_depth_exceeds_logged_budget
C15,29,auto_tar,23149,4179,5000,effort_at_75,OBSERVED,3320.0,3320.0,1.0,,,
C15,29,auto_tar,23149,4179,5000,batch_effort_at_75,OBSERVED,3479.0,3479.0,1.0,,,
C15,29,auto_tar,23149,4179,5000,depth_fraction_at_75,OBSERVED,0.14341872219102336,3320.0,23149.0,,,
C15,29,auto_tar,23149,4179,5000,depth_per_positive_at_75,OBSERVED,0.7944484326393874,3320.0,4179.0,,,
C15,29,auto_tar,23149,4179,5000,effort_at_80,OBSERVED,3596.0,3596.0,1.0,,,
C15,29,auto_tar,23149,4179,5000,batch_effort_at_80,OBSERVED,3847.0,3847.0,1.0,,,
C15,29,auto_tar,23149,4179,5000,depth_fraction_at_80,OBSERVED,0.15534148343340964,3596.0,23149.0,,,
