topic,seed,policy,n,positives,reviewed,metric,status,value,numerator,denominator,requested_depth,censor_lower_bound,censor_reason
C12,11,auto_tar,23149,381,5000,recall_at_1000,OBSERVED,0.8923884514435696,340.0,381.0,1000.0,,
C12,11,auto_tar,23149,381,5000,recall_at_R,OBSERVED,0.6509186351706037,248.0,381.0,381.0,,
C12,11,auto_tar,23149,381,5000,recall_at_2R,OBSERVED,0.8503937007874016,108.0,127.0,762.0,,
C12,11,auto_tar,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6509186351706037,248.0,381.0,381.0,,
C12,11,auto_tar,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.7139107611548556,272.0,381.0,481.0,,
C12,11,auto_tar,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.9238845144356955,352.0,381.0,1381.0,,
C12,11,auto_tar,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8503937007874016,108.0,127.0,762.0,,
C12,11,auto_tar,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8766404199475065,334.0,381.0,862.0,,
C12,11,auto_tar,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,1762.0,,
C12,11,auto_tar,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9238845144356955,352.0,381.0,1524.0,,
C12,11,auto_tar,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.931758530183727,355.0,381.0,1624.0,,
C12,11,auto_tar,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,2524.0,,
C12,11,auto_tar,23149,381,5000,effort_at_75,OBSERVED,562.0,562.0,1.0,,,
C12,11,auto_tar,23149,381,5000,batch_effort_at_75,OBSERVED,631.0,631.0,1.0,,,
C12,11,auto_tar,23149,381,5000,depth_fraction_at_75,OBSERVED,0.02427750658775757,562.0,23149.0,,,
C12,11,auto_tar,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.4750656167979002,562.0,381.0,,,
C12,11,auto_tar,23149,381,5000,effort_at_80,OBSERVED,647.0,647.0,1.0,,,
C12,11,auto_tar,23149,381,5000,batch_effort_at_80,OBSERVED,708.0,708.0,1.0,,,
C12,11,auto_tar,23149,381,5000,depth_fraction_at_80,OBSERVED,0.027949371463130156,647.0,23149.0,,,
C12,11,auto_tar,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.6981627296587927,647.0,381.0,,,
C12,11,auto_tar,23149,381,5000,effort_at_90,OBSERVED,1105.0,1105.0,1.0,,,
C12,11,auto_tar,23149,381,5000,batch_effort_at_90,OBSERVED,1106.0,1106.0,1.0,,,
C12,11,auto_tar,23149,381,5000,depth_fraction_at_90,OBSERVED,0.047734243379843624,1105.0,23149.0,,,
C12,11,auto_tar,23149,381,5000,depth_per_positive_at_90,OBSERVED,2.900262467191601,1105.0,381.0,,,
C12,11,explore_10,23149,381,5000,recall_at_1000,OBSERVED,0.884514435695538,337.0,381.0,1000.0,,
C12,11,explore_10,23149,381,5000,recall_at_R,OBSERVED,0.6430446194225722,245.0,381.0,381.0,,
C12,11,explore_10,23149,381,5000,recall_at_2R,OBSERVED,0.8320209973753281,317.0,381.0,762.0,,
C12,11,explore_10,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6430446194225722,245.0,381.0,381.0,,
C12,11,explore_10,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.7112860892388452,271.0,381.0,481.0,,
C12,11,explore_10,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.9081364829396326,346.0,381.0,1381.0,,
C12,11,explore_10,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8320209973753281,317.0,381.0,762.0,,
C12,11,explore_10,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8661417322834646,110.0,127.0,862.0,,
C12,11,explore_10,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,1762.0,,
C12,11,explore_10,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9186351706036745,350.0,381.0,1524.0,,
C12,11,explore_10,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.9238845144356955,352.0,381.0,1624.0,,
C12,11,explore_10,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.937007874015748,119.0,127.0,2524.0,,
C12,11,explore_10,23149,381,5000,effort_at_75,OBSERVED,554.0,554.0,1.0,,,
C12,11,explore_10,23149,381,5000,batch_effort_at_75,OBSERVED,561.0,561.0,1.0,,,
C12,11,explore_10,23149,381,5000,depth_fraction_at_75,OBSERVED,0.023931919305369562,554.0,23149.0,,,
C12,11,explore_10,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.4540682414698163,554.0,381.0,,,
C12,11,explore_10,23149,381,5000,effort_at_80,OBSERVED,667.0,667.0,1.0,,,
C12,11,explore_10,23149,381,5000,batch_effort_at_80,OBSERVED,708.0,708.0,1.0,,,
C12,11,explore_10,23149,381,5000,depth_fraction_at_80,OBSERVED,0.02881333966910018,667.0,23149.0,,,
C12,11,explore_10,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.7506561679790027,667.0,381.0,,,
C12,11,explore_10,23149,381,5000,effort_at_90,OBSERVED,1182.0,1182.0,1.0,,,
C12,11,explore_10,23149,381,5000,batch_effort_at_90,OBSERVED,1233.0,1233.0,1.0,,,
C12,11,explore_10,23149,381,5000,depth_fraction_at_90,OBSERVED,0.0510605209728282,1182.0,23149.0,,,
C12,11,explore_10,23149,381,5000,depth_per_positive_at_90,OBSERVED,3.1023622047244093,394.0,127.0,,,
C12,11,fixed_20,23149,381,5000,recall_at_1000,OBSERVED,0.8976377952755905,114.0,127.0,1000.0,,
C12,11,fixed_20,23149,381,5000,recall_at_R,OBSERVED,0.6614173228346457,84.0,127.0,381.0,,
C12,11,fixed_20,23149,381,5000,recall_at_2R,OBSERVED,0.8740157480314961,111.0,127.0,762.0,,
C12,11,fixed_20,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6614173228346457,84.0,127.0,381.0,,
C12,11,fixed_20,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.7375328083989501,281.0,381.0,481.0,,
C12,11,fixed_20,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.9291338582677166,118.0,127.0,1381.0,,
C12,11,fixed_20,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8740157480314961,111.0,127.0,762.0,,
C12,11,fixed_20,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8871391076115486,338.0,381.0,862.0,,
C12,11,fixed_20,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,1762.0,,
C12,11,fixed_20,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9291338582677166,118.0,127.0,1524.0,,
C12,11,fixed_20,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.931758530183727,355.0,381.0,1624.0,,
C12,11,fixed_20,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,2524.0,,
C12,11,fixed_20,23149,381,5000,effort_at_75,OBSERVED,496.0,496.0,1.0,,,
C12,11,fixed_20,23149,381,5000,batch_effort_at_75,OBSERVED,501.0,501.0,1.0,,,
C12,11,fixed_20,23149,381,5000,depth_fraction_at_75,OBSERVED,0.021426411508056502,496.0,23149.0,,,
C12,11,fixed_20,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.3018372703412073,496.0,381.0,,,
C12,11,fixed_20,23149,381,5000,effort_at_80,OBSERVED,579.0,579.0,1.0,,,
C12,11,fixed_20,23149,381,5000,batch_effort_at_80,OBSERVED,581.0,581.0,1.0,,,
C12,11,fixed_20,23149,381,5000,depth_fraction_at_80,OBSERVED,0.025011879562832087,579.0,23149.0,,,
C12,11,fixed_20,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.5196850393700787,193.0,127.0,,,
C12,11,fixed_20,23149,381,5000,effort_at_90,OBSERVED,1054.0,1054.0,1.0,,,
C12,11,fixed_20,23149,381,5000,batch_effort_at_90,OBSERVED,1061.0,1061.0,1.0,,,
C12,11,fixed_20,23149,381,5000,depth_fraction_at_90,OBSERVED,0.04553112445462007,1054.0,23149.0,,,
C12,11,fixed_20,23149,381,5000,depth_per_positive_at_90,OBSERVED,2.7664041994750654,1054.0,381.0,,,
C12,11,frozen_svm,23149,381,5000,recall_at_1000,OBSERVED,0.6299212598425197,80.0,127.0,1000.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_R,OBSERVED,0.4356955380577428,166.0,381.0,381.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_2R,OBSERVED,0.5721784776902887,218.0,381.0,762.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.4356955380577428,166.0,381.0,381.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.4776902887139108,182.0,381.0,481.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.6955380577427821,265.0,381.0,1381.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.5721784776902887,218.0,381.0,762.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.6010498687664042,229.0,381.0,862.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.7296587926509186,278.0,381.0,1762.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.7086614173228346,90.0,127.0,1524.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.7191601049868767,274.0,381.0,1624.0,,
C12,11,frozen_svm,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.7900262467191601,301.0,381.0,2524.0,,
C12,11,frozen_svm,23149,381,5000,effort_at_75,OBSERVED,1965.0,1965.0,1.0,,,
C12,11,frozen_svm,23149,381,5000,batch_effort_at_75,OBSERVED,2090.0,2090.0,1.0,,,
C12,11,frozen_svm,23149,381,5000,depth_fraction_at_75,OBSERVED,0.0848848762365545,1965.0,23149.0,,,
C12,11,frozen_svm,23149,381,5000,depth_per_positive_at_75,OBSERVED,5.15748031496063,655.0,127.0,,,
C12,11,frozen_svm,23149,381,5000,effort_at_80,OBSERVED,2993.0,2993.0,1.0,,,
C12,11,frozen_svm,23149,381,5000,batch_effort_at_80,OBSERVED,3145.0,3145.0,1.0,,,
C12,11,frozen_svm,23149,381,5000,depth_fraction_at_80,OBSERVED,0.12929284202341354,2993.0,23149.0,,,
C12,11,frozen_svm,23149,381,5000,depth_per_positive_at_80,OBSERVED,7.8556430446194225,2993.0,381.0,,,
C12,11,frozen_svm,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,frozen_svm,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,frozen_svm,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,frozen_svm,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,11,random,23149,381,5000,recall_at_1000,OBSERVED,0.05249343832020997,20.0,381.0,1000.0,,
C12,11,random,23149,381,5000,recall_at_R,OBSERVED,0.02099737532808399,8.0,381.0,381.0,,
C12,11,random,23149,381,5000,recall_at_2R,OBSERVED,0.03412073490813648,13.0,381.0,762.0,,
C12,11,random,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.02099737532808399,8.0,381.0,381.0,,
C12,11,random,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.023622047244094488,3.0,127.0,481.0,,
C12,11,random,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.07874015748031496,10.0,127.0,1381.0,,
C12,11,random,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.03412073490813648,13.0,381.0,762.0,,
C12,11,random,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.03674540682414698,14.0,381.0,862.0,,
C12,11,random,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.08923884514435695,34.0,381.0,1762.0,,
C12,11,random,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.08136482939632546,31.0,381.0,1524.0,,
C12,11,random,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.08398950131233596,32.0,381.0,1624.0,,
C12,11,random,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.12598425196850394,16.0,127.0,2524.0,,
C12,11,random,23149,381,5000,effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,batch_effort_at_75,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,depth_fraction_at_75,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,random,23149,381,5000,depth_per_positive_at_75,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,11,random,23149,381,5000,effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,batch_effort_at_80,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,depth_fraction_at_80,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,random,23149,381,5000,depth_per_positive_at_80,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,11,random,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,random,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,random,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,11,seed_similarity,23149,381,5000,recall_at_1000,OBSERVED,0.5249343832020997,200.0,381.0,1000.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_R,OBSERVED,0.35170603674540685,134.0,381.0,381.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_2R,OBSERVED,0.48031496062992124,61.0,127.0,762.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.35170603674540685,134.0,381.0,381.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.3910761154855643,149.0,381.0,481.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.5958005249343832,227.0,381.0,1381.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.48031496062992124,61.0,127.0,762.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.49606299212598426,63.0,127.0,862.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.6666666666666666,2.0,3.0,1762.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.6246719160104987,238.0,381.0,1524.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.6351706036745407,242.0,381.0,1624.0,,
C12,11,seed_similarity,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.7191601049868767,274.0,381.0,2524.0,,
C12,11,seed_similarity,23149,381,5000,effort_at_75,OBSERVED,2904.0,2904.0,1.0,,,
C12,11,seed_similarity,23149,381,5000,batch_effort_at_75,OBSERVED,3145.0,3145.0,1.0,,,
C12,11,seed_similarity,23149,381,5000,depth_fraction_at_75,OBSERVED,0.12544818350684694,2904.0,23149.0,,,
C12,11,seed_similarity,23149,381,5000,depth_per_positive_at_75,OBSERVED,7.622047244094488,968.0,127.0,,,
C12,11,seed_similarity,23149,381,5000,effort_at_80,OBSERVED,3945.0,3945.0,1.0,,,
C12,11,seed_similarity,23149,381,5000,batch_effort_at_80,OBSERVED,4252.0,4252.0,1.0,,,
C12,11,seed_similarity,23149,381,5000,depth_fraction_at_80,OBSERVED,0.1704177286275865,3945.0,23149.0,,,
C12,11,seed_similarity,23149,381,5000,depth_per_positive_at_80,OBSERVED,10.354330708661417,1315.0,127.0,,,
C12,11,seed_similarity,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,seed_similarity,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,seed_similarity,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,seed_similarity,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,11,uncertainty,23149,381,5000,recall_at_1000,OBSERVED,0.7480314960629921,95.0,127.0,1000.0,,
C12,11,uncertainty,23149,381,5000,recall_at_R,OBSERVED,0.48556430446194226,185.0,381.0,381.0,,
C12,11,uncertainty,23149,381,5000,recall_at_2R,OBSERVED,0.7007874015748031,89.0,127.0,762.0,,
C12,11,uncertainty,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.48556430446194226,185.0,381.0,381.0,,
C12,11,uncertainty,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.5590551181102362,71.0,127.0,481.0,,
C12,11,uncertainty,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.7769028871391076,296.0,381.0,1381.0,,
C12,11,uncertainty,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.7007874015748031,89.0,127.0,762.0,,
C12,11,uncertainty,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.7296587926509186,278.0,381.0,862.0,,
C12,11,uncertainty,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.7979002624671916,304.0,381.0,1762.0,,
C12,11,uncertainty,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.7926509186351706,302.0,381.0,1524.0,,
C12,11,uncertainty,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.7952755905511811,101.0,127.0,1624.0,,
C12,11,uncertainty,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.8320209973753281,317.0,381.0,2524.0,,
C12,11,uncertainty,23149,381,5000,effort_at_75,OBSERVED,1033.0,1033.0,1.0,,,
C12,11,uncertainty,23149,381,5000,batch_effort_at_75,OBSERVED,1106.0,1106.0,1.0,,,
C12,11,uncertainty,23149,381,5000,depth_fraction_at_75,OBSERVED,0.04462395783835155,1033.0,23149.0,,,
C12,11,uncertainty,23149,381,5000,depth_per_positive_at_75,OBSERVED,2.711286089238845,1033.0,381.0,,,
C12,11,uncertainty,23149,381,5000,effort_at_80,OBSERVED,1885.0,1885.0,1.0,,,
C12,11,uncertainty,23149,381,5000,batch_effort_at_80,OBSERVED,2090.0,2090.0,1.0,,,
C12,11,uncertainty,23149,381,5000,depth_fraction_at_80,OBSERVED,0.08142900341267441,1885.0,23149.0,,,
C12,11,uncertainty,23149,381,5000,depth_per_positive_at_80,OBSERVED,4.94750656167979,1885.0,381.0,,,
C12,11,uncertainty,23149,381,5000,effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,uncertainty,23149,381,5000,batch_effort_at_90,CENSORED,CENSORED,,,,5000.0,target_not_reached
C12,11,uncertainty,23149,381,5000,depth_fraction_at_90,CENSORED,CENSORED,,,,0.21599205149250508,target_not_reached
C12,11,uncertainty,23149,381,5000,depth_per_positive_at_90,CENSORED,CENSORED,,,,13.123359580052494,target_not_reached
C12,29,auto_tar,23149,381,5000,recall_at_1000,OBSERVED,0.8818897637795275,112.0,127.0,1000.0,,
C12,29,auto_tar,23149,381,5000,recall_at_R,OBSERVED,0.6430446194225722,245.0,381.0,381.0,,
C12,29,auto_tar,23149,381,5000,recall_at_2R,OBSERVED,0.8346456692913385,106.0,127.0,762.0,,
C12,29,auto_tar,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6430446194225722,245.0,381.0,381.0,,
C12,29,auto_tar,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.7296587926509186,278.0,381.0,481.0,,
C12,29,auto_tar,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.9186351706036745,350.0,381.0,1381.0,,
C12,29,auto_tar,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8346456692913385,106.0,127.0,762.0,,
C12,29,auto_tar,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8530183727034121,325.0,381.0,862.0,,
C12,29,auto_tar,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,1762.0,,
C12,29,auto_tar,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9212598425196851,117.0,127.0,1524.0,,
C12,29,auto_tar,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.931758530183727,355.0,381.0,1624.0,,
C12,29,auto_tar,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,2524.0,,
C12,29,auto_tar,23149,381,5000,effort_at_75,OBSERVED,519.0,519.0,1.0,,,
C12,29,auto_tar,23149,381,5000,batch_effort_at_75,OBSERVED,561.0,561.0,1.0,,,
C12,29,auto_tar,23149,381,5000,depth_fraction_at_75,OBSERVED,0.02241997494492203,519.0,23149.0,,,
C12,29,auto_tar,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.3622047244094488,173.0,127.0,,,
C12,29,auto_tar,23149,381,5000,effort_at_80,OBSERVED,650.0,650.0,1.0,,,
C12,29,auto_tar,23149,381,5000,batch_effort_at_80,OBSERVED,708.0,708.0,1.0,,,
C12,29,auto_tar,23149,381,5000,depth_fraction_at_80,OBSERVED,0.02807896669402566,650.0,23149.0,,,
C12,29,auto_tar,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.7060367454068242,650.0,381.0,,,
C12,29,auto_tar,23149,381,5000,effort_at_90,OBSERVED,1108.0,1108.0,1.0,,,
C12,29,auto_tar,23149,381,5000,batch_effort_at_90,OBSERVED,1233.0,1233.0,1.0,,,
C12,29,auto_tar,23149,381,5000,depth_fraction_at_90,OBSERVED,0.047863838610739125,1108.0,23149.0,,,
C12,29,auto_tar,23149,381,5000,depth_per_positive_at_90,OBSERVED,2.9081364829396326,1108.0,381.0,,,
C12,29,explore_10,23149,381,5000,recall_at_1000,OBSERVED,0.884514435695538,337.0,381.0,1000.0,,
C12,29,explore_10,23149,381,5000,recall_at_R,OBSERVED,0.6115485564304461,233.0,381.0,381.0,,
C12,29,explore_10,23149,381,5000,recall_at_2R,OBSERVED,0.8398950131233596,320.0,381.0,762.0,,
C12,29,explore_10,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6115485564304461,233.0,381.0,381.0,,
C12,29,explore_10,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.6929133858267716,88.0,127.0,481.0,,
C12,29,explore_10,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.9133858267716536,116.0,127.0,1381.0,,
C12,29,explore_10,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8398950131233596,320.0,381.0,762.0,,
C12,29,explore_10,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8556430446194225,326.0,381.0,862.0,,
C12,29,explore_10,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.9343832020997376,356.0,381.0,1762.0,,
C12,29,explore_10,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9212598425196851,117.0,127.0,1524.0,,
C12,29,explore_10,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.926509186351706,353.0,381.0,1624.0,,
C12,29,explore_10,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,2524.0,,
C12,29,explore_10,23149,381,5000,effort_at_75,OBSERVED,562.0,562.0,1.0,,,
C12,29,explore_10,23149,381,5000,batch_effort_at_75,OBSERVED,631.0,631.0,1.0,,,
C12,29,explore_10,23149,381,5000,depth_fraction_at_75,OBSERVED,0.02427750658775757,562.0,23149.0,,,
C12,29,explore_10,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.4750656167979002,562.0,381.0,,,
C12,29,explore_10,23149,381,5000,effort_at_80,OBSERVED,634.0,634.0,1.0,,,
C12,29,explore_10,23149,381,5000,batch_effort_at_80,OBSERVED,708.0,708.0,1.0,,,
C12,29,explore_10,23149,381,5000,depth_fraction_at_80,OBSERVED,0.027387792129249643,634.0,23149.0,,,
C12,29,explore_10,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.6640419947506562,634.0,381.0,,,
C12,29,explore_10,23149,381,5000,effort_at_90,OBSERVED,1150.0,1150.0,1.0,,,
C12,29,explore_10,23149,381,5000,batch_effort_at_90,OBSERVED,1233.0,1233.0,1.0,,,
C12,29,explore_10,23149,381,5000,depth_fraction_at_90,OBSERVED,0.049678171843276164,1150.0,23149.0,,,
C12,29,explore_10,23149,381,5000,depth_per_positive_at_90,OBSERVED,3.0183727034120733,1150.0,381.0,,,
C12,29,fixed_20,23149,381,5000,recall_at_1000,OBSERVED,0.8923884514435696,340.0,381.0,1000.0,,
C12,29,fixed_20,23149,381,5000,recall_at_R,OBSERVED,0.6692913385826772,85.0,127.0,381.0,,
C12,29,fixed_20,23149,381,5000,recall_at_2R,OBSERVED,0.8582677165354331,109.0,127.0,762.0,,
C12,29,fixed_20,23149,381,5000,recall_at_1R_plus_0,OBSERVED,0.6692913385826772,85.0,127.0,381.0,,
C12,29,fixed_20,23149,381,5000,recall_at_1R_plus_100,OBSERVED,0.7322834645669292,93.0,127.0,481.0,,
C12,29,fixed_20,23149,381,5000,recall_at_1R_plus_1000,OBSERVED,0.926509186351706,353.0,381.0,1381.0,,
C12,29,fixed_20,23149,381,5000,recall_at_2R_plus_0,OBSERVED,0.8582677165354331,109.0,127.0,762.0,,
C12,29,fixed_20,23149,381,5000,recall_at_2R_plus_100,OBSERVED,0.8766404199475065,334.0,381.0,862.0,,
C12,29,fixed_20,23149,381,5000,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,1762.0,,
C12,29,fixed_20,23149,381,5000,recall_at_4R_plus_0,OBSERVED,0.9291338582677166,118.0,127.0,1524.0,,
C12,29,fixed_20,23149,381,5000,recall_at_4R_plus_100,OBSERVED,0.931758530183727,355.0,381.0,1624.0,,
C12,29,fixed_20,23149,381,5000,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,2524.0,,
C12,29,fixed_20,23149,381,5000,effort_at_75,OBSERVED,521.0,521.0,1.0,,,
C12,29,fixed_20,23149,381,5000,batch_effort_at_75,OBSERVED,521.0,521.0,1.0,,,
C12,29,fixed_20,23149,381,5000,depth_fraction_at_75,OBSERVED,0.022506371765519027,521.0,23149.0,,,
C12,29,fixed_20,23149,381,5000,depth_per_positive_at_75,OBSERVED,1.3674540682414698,521.0,381.0,,,
C12,29,fixed_20,23149,381,5000,effort_at_80,OBSERVED,589.0,589.0,1.0,,,
C12,29,fixed_20,23149,381,5000,batch_effort_at_80,OBSERVED,601.0,601.0,1.0,,,
C12,29,fixed_20,23149,381,5000,depth_fraction_at_80,OBSERVED,0.025443863665817096,589.0,23149.0,,,
C12,29,fixed_20,23149,381,5000,depth_per_positive_at_80,OBSERVED,1.5459317585301837,589.0,381.0,,,
C12,29,fixed_20,23149,381,5000,effort_at_90,OBSERVED,1082.0,1082.0,1.0,,,
C12,29,fixed_20,23149,381,5000,batch_effort_at_90,OBSERVED,1101.0,1101.0,1.0,,,
C12,29,fixed_20,23149,381,5000,depth_fraction_at_90,OBSERVED,0.0467406799429781,1082.0,23149.0,,,
C12,29,fixed_20,23149,381,5000,depth_per_positive_at_90,OBSERVED,2.8398950131233596,1082.0,381.0,,,
C12,29,frozen_svm,23149,381,5000,recall_at_1000,OBSERVED,0.29396325459317585,112.0,381.0,1000.0,,
