topic,policy,metric,status,value,numerator,denominator,seeds_total,seeds_observed,censored_seeds
C12,explore_10,overshoot_at_90,OBSERVED,62.333333333333336,187.0,3.0,3,3,
C12,explore_10,recall_at_1000,OBSERVED,0.884514435695538,337.0,381.0,3,3,
C12,explore_10,recall_at_1R_plus_0,OBSERVED,0.6360454943132109,727.0,1143.0,3,3,
C12,explore_10,recall_at_1R_plus_100,OBSERVED,0.7086614173228346,90.0,127.0,3,3,
C12,explore_10,recall_at_1R_plus_1000,OBSERVED,0.9098862642169728,1040.0,1143.0,3,3,
C12,explore_10,recall_at_2R,OBSERVED,0.8320209973753281,317.0,381.0,3,3,
C12,explore_10,recall_at_2R_plus_0,OBSERVED,0.8320209973753281,317.0,381.0,3,3,
C12,explore_10,recall_at_2R_plus_100,OBSERVED,0.8600174978127734,983.0,1143.0,3,3,
C12,explore_10,recall_at_2R_plus_1000,OBSERVED,0.9326334208223972,1066.0,1143.0,3,3,
C12,explore_10,recall_at_4R_plus_0,OBSERVED,0.9195100612423447,1051.0,1143.0,3,3,
C12,explore_10,recall_at_4R_plus_100,OBSERVED,0.9247594050743657,1057.0,1143.0,3,3,
C12,explore_10,recall_at_4R_plus_1000,OBSERVED,0.9378827646544182,1072.0,1143.0,3,3,
C12,explore_10,recall_at_R,OBSERVED,0.6360454943132109,727.0,1143.0,3,3,
C12,fixed_20,batch_effort_at_75,OBSERVED,507.6666666666667,1523.0,3.0,3,3,
C12,fixed_20,batch_effort_at_80,OBSERVED,587.6666666666666,1763.0,3.0,3,3,
C12,fixed_20,batch_effort_at_90,OBSERVED,1081.0,1081.0,1.0,3,3,
C12,fixed_20,depth_fraction_at_75,OBSERVED,0.02170000143994701,1507.0,69447.0,3,3,
C12,fixed_20,depth_fraction_at_80,OBSERVED,0.024968681152533586,578.0,23149.0,3,3,
C12,fixed_20,depth_fraction_at_90,OBSERVED,0.046049505378202085,1066.0,23149.0,3,3,
C12,fixed_20,depth_per_positive_at_75,OBSERVED,1.3184601924759405,1507.0,1143.0,3,3,
C12,fixed_20,depth_per_positive_at_80,OBSERVED,1.5170603674540681,578.0,381.0,3,3,
C12,fixed_20,depth_per_positive_at_90,OBSERVED,2.797900262467192,1066.0,381.0,3,3,
C12,fixed_20,effort_at_75,OBSERVED,502.3333333333333,1507.0,3.0,3,3,
C12,fixed_20,effort_at_80,OBSERVED,578.0,578.0,1.0,3,3,
C12,fixed_20,effort_at_90,OBSERVED,1066.0,1066.0,1.0,3,3,
C12,fixed_20,overshoot_at_75,OBSERVED,5.333333333333333,16.0,3.0,3,3,
C12,fixed_20,overshoot_at_80,OBSERVED,9.666666666666666,29.0,3.0,3,3,
C12,fixed_20,overshoot_at_90,OBSERVED,15.0,15.0,1.0,3,3,
C12,fixed_20,recall_at_1000,OBSERVED,0.89501312335958,341.0,381.0,3,3,
C12,fixed_20,recall_at_1R_plus_0,OBSERVED,0.6640419947506562,253.0,381.0,3,3,
C12,fixed_20,recall_at_1R_plus_100,OBSERVED,0.73665791776028,842.0,1143.0,3,3,
C12,fixed_20,recall_at_1R_plus_1000,OBSERVED,0.9282589676290464,1061.0,1143.0,3,3,
C12,fixed_20,recall_at_2R,OBSERVED,0.8661417322834646,110.0,127.0,3,3,
C12,fixed_20,recall_at_2R_plus_0,OBSERVED,0.8661417322834646,110.0,127.0,3,3,
C12,fixed_20,recall_at_2R_plus_100,OBSERVED,0.8810148731408574,1007.0,1143.0,3,3,
C12,fixed_20,recall_at_2R_plus_1000,OBSERVED,0.931758530183727,355.0,381.0,3,3,
C12,fixed_20,recall_at_4R_plus_0,OBSERVED,0.9291338582677166,118.0,127.0,3,3,
C12,fixed_20,recall_at_4R_plus_100,OBSERVED,0.931758530183727,355.0,381.0,3,3,
C12,fixed_20,recall_at_4R_plus_1000,OBSERVED,0.9396325459317585,358.0,381.0,3,3,
C12,fixed_20,recall_at_R,OBSERVED,0.6640419947506562,253.0,381.0,3,3,
C12,frozen_svm,batch_effort_at_75,CENSORED,CENSORED,,,3,2,47
C12,frozen_svm,batch_effort_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,frozen_svm,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,frozen_svm,depth_fraction_at_75,CENSORED,CENSORED,,,3,2,47
C12,frozen_svm,depth_fraction_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,frozen_svm,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,frozen_svm,depth_per_positive_at_75,CENSORED,CENSORED,,,3,2,47
C12,frozen_svm,depth_per_positive_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,frozen_svm,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,frozen_svm,effort_at_75,CENSORED,CENSORED,,,3,2,47
C12,frozen_svm,effort_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,frozen_svm,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,frozen_svm,overshoot_at_75,CENSORED,CENSORED,,,3,2,47
C12,frozen_svm,overshoot_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,frozen_svm,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,frozen_svm,recall_at_1000,OBSERVED,0.45056867891513563,515.0,1143.0,3,3,
C12,frozen_svm,recall_at_1R_plus_0,OBSERVED,0.28433945756780404,325.0,1143.0,3,3,
C12,frozen_svm,recall_at_1R_plus_100,OBSERVED,0.3123359580052493,119.0,381.0,3,3,
C12,frozen_svm,recall_at_1R_plus_1000,OBSERVED,0.5223097112860893,199.0,381.0,3,3,
C12,frozen_svm,recall_at_2R,OBSERVED,0.39545056867891515,452.0,1143.0,3,3,
C12,frozen_svm,recall_at_2R_plus_0,OBSERVED,0.39545056867891515,452.0,1143.0,3,3,
C12,frozen_svm,recall_at_2R_plus_100,OBSERVED,0.41907261592300965,479.0,1143.0,3,3,
C12,frozen_svm,recall_at_2R_plus_1000,OBSERVED,0.5625546806649169,643.0,1143.0,3,3,
C12,frozen_svm,recall_at_4R_plus_0,OBSERVED,0.5363079615048119,613.0,1143.0,3,3,
C12,frozen_svm,recall_at_4R_plus_100,OBSERVED,0.5476815398075241,626.0,1143.0,3,3,
C12,frozen_svm,recall_at_4R_plus_1000,OBSERVED,0.6351706036745407,242.0,381.0,3,3,
C12,frozen_svm,recall_at_R,OBSERVED,0.28433945756780404,325.0,1143.0,3,3,
C12,random,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,random,recall_at_1000,OBSERVED,0.05249343832020997,20.0,381.0,3,3,
C12,random,recall_at_1R_plus_0,OBSERVED,0.020122484689413824,23.0,1143.0,3,3,
C12,random,recall_at_1R_plus_100,OBSERVED,0.024496937882764653,28.0,1143.0,3,3,
C12,random,recall_at_1R_plus_1000,OBSERVED,0.07349081364829396,28.0,381.0,3,3,
C12,random,recall_at_2R,OBSERVED,0.03674540682414698,14.0,381.0,3,3,
C12,random,recall_at_2R_plus_0,OBSERVED,0.03674540682414698,14.0,381.0,3,3,
C12,random,recall_at_2R_plus_100,OBSERVED,0.04111986001749781,47.0,1143.0,3,3,
C12,random,recall_at_2R_plus_1000,OBSERVED,0.08486439195100612,97.0,1143.0,3,3,
C12,random,recall_at_4R_plus_0,OBSERVED,0.07699037620297462,88.0,1143.0,3,3,
C12,random,recall_at_4R_plus_100,OBSERVED,0.07874015748031496,10.0,127.0,3,3,
C12,random,recall_at_4R_plus_1000,OBSERVED,0.1189851268591426,136.0,1143.0,3,3,
C12,random,recall_at_R,OBSERVED,0.020122484689413824,23.0,1143.0,3,3,
C12,seed_similarity,batch_effort_at_75,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,batch_effort_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,seed_similarity,depth_fraction_at_75,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,depth_fraction_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,seed_similarity,depth_per_positive_at_75,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,depth_per_positive_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,seed_similarity,effort_at_75,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,effort_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,seed_similarity,overshoot_at_75,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,overshoot_at_80,CENSORED,CENSORED,,,3,1,"29,47"
C12,seed_similarity,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,seed_similarity,recall_at_1000,OBSERVED,0.4243219597550306,485.0,1143.0,3,3,
C12,seed_similarity,recall_at_1R_plus_0,OBSERVED,0.2694663167104112,308.0,1143.0,3,3,
C12,seed_similarity,recall_at_1R_plus_100,OBSERVED,0.3027121609798775,346.0,1143.0,3,3,
C12,seed_similarity,recall_at_1R_plus_1000,OBSERVED,0.4881889763779528,62.0,127.0,3,3,
C12,seed_similarity,recall_at_2R,OBSERVED,0.37707786526684167,431.0,1143.0,3,3,
C12,seed_similarity,recall_at_2R_plus_0,OBSERVED,0.37707786526684167,431.0,1143.0,3,3,
C12,seed_similarity,recall_at_2R_plus_100,OBSERVED,0.39545056867891515,452.0,1143.0,3,3,
C12,seed_similarity,recall_at_2R_plus_1000,OBSERVED,0.5398075240594926,617.0,1143.0,3,3,
C12,seed_similarity,recall_at_4R_plus_0,OBSERVED,0.5083114610673666,581.0,1143.0,3,3,
C12,seed_similarity,recall_at_4R_plus_100,OBSERVED,0.5205599300087489,595.0,1143.0,3,3,
C12,seed_similarity,recall_at_4R_plus_1000,OBSERVED,0.6194225721784777,236.0,381.0,3,3,
C12,seed_similarity,recall_at_R,OBSERVED,0.2694663167104112,308.0,1143.0,3,3,
C12,uncertainty,batch_effort_at_75,OBSERVED,1067.6666666666667,3203.0,3.0,3,3,
C12,uncertainty,batch_effort_at_80,OBSERVED,1833.6666666666667,5501.0,3.0,3,3,
C12,uncertainty,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,uncertainty,depth_fraction_at_75,OBSERVED,0.04459515889815255,3097.0,69447.0,3,3,
C12,uncertainty,depth_fraction_at_80,OBSERVED,0.07179575791610869,1662.0,23149.0,3,3,
C12,uncertainty,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,uncertainty,depth_per_positive_at_75,OBSERVED,2.7095363079615047,3097.0,1143.0,3,3,
C12,uncertainty,depth_per_positive_at_80,OBSERVED,4.362204724409449,554.0,127.0,3,3,
C12,uncertainty,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,uncertainty,effort_at_75,OBSERVED,1032.3333333333333,3097.0,3.0,3,3,
C12,uncertainty,effort_at_80,OBSERVED,1662.0,1662.0,1.0,3,3,
C12,uncertainty,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,uncertainty,overshoot_at_75,OBSERVED,35.333333333333336,106.0,3.0,3,3,
C12,uncertainty,overshoot_at_80,OBSERVED,171.66666666666666,515.0,3.0,3,3,
C12,uncertainty,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C12,uncertainty,recall_at_1000,OBSERVED,0.7436570428696413,850.0,1143.0,3,3,
C12,uncertainty,recall_at_1R_plus_0,OBSERVED,0.4741907261592301,542.0,1143.0,3,3,
C12,uncertainty,recall_at_1R_plus_100,OBSERVED,0.5590551181102362,71.0,127.0,3,3,
C12,uncertainty,recall_at_1R_plus_1000,OBSERVED,0.7812773403324584,893.0,1143.0,3,3,
C12,uncertainty,recall_at_2R,OBSERVED,0.6955380577427821,265.0,381.0,3,3,
C12,uncertainty,recall_at_2R_plus_0,OBSERVED,0.6955380577427821,265.0,381.0,3,3,
C12,uncertainty,recall_at_2R_plus_100,OBSERVED,0.7182852143482065,821.0,1143.0,3,3,
C12,uncertainty,recall_at_2R_plus_1000,OBSERVED,0.8040244969378828,919.0,1143.0,3,3,
C12,uncertainty,recall_at_4R_plus_0,OBSERVED,0.7935258092738408,907.0,1143.0,3,3,
C12,uncertainty,recall_at_4R_plus_100,OBSERVED,0.800524934383202,305.0,381.0,3,3,
C12,uncertainty,recall_at_4R_plus_1000,OBSERVED,0.8258967629046369,944.0,1143.0,3,3,
C12,uncertainty,recall_at_R,OBSERVED,0.4741907261592301,542.0,1143.0,3,3,
C15,auto_tar,batch_effort_at_75,OBSERVED,3479.0,3479.0,1.0,3,3,
C15,auto_tar,batch_effort_at_80,OBSERVED,3847.0,3847.0,1.0,3,3,
C15,auto_tar,batch_effort_at_90,OBSERVED,4698.0,4698.0,1.0,3,3,
C15,auto_tar,depth_fraction_at_75,OBSERVED,0.14262675133555086,1415.0,9921.0,3,3,
C15,auto_tar,depth_fraction_at_80,OBSERVED,0.15506789350151914,10769.0,69447.0,3,3,
C15,auto_tar,depth_fraction_at_90,OBSERVED,0.19381686753927455,13460.0,69447.0,3,3,
C15,auto_tar,depth_per_positive_at_75,OBSERVED,0.7900614182021217,1415.0,1791.0,3,3,
C15,auto_tar,depth_per_positive_at_80,OBSERVED,0.8589774268166228,10769.0,12537.0,3,3,
C15,auto_tar,depth_per_positive_at_90,OBSERVED,1.0736220786472044,13460.0,12537.0,3,3,
C15,auto_tar,effort_at_75,OBSERVED,3301.6666666666665,9905.0,3.0,3,3,
C15,auto_tar,effort_at_80,OBSERVED,3589.6666666666665,10769.0,3.0,3,3,
C15,auto_tar,effort_at_90,OBSERVED,4486.666666666667,13460.0,3.0,3,3,
C15,auto_tar,overshoot_at_75,OBSERVED,177.33333333333334,532.0,3.0,3,3,
C15,auto_tar,overshoot_at_80,OBSERVED,257.3333333333333,772.0,3.0,3,3,
C15,auto_tar,overshoot_at_90,OBSERVED,211.33333333333334,634.0,3.0,3,3,
C15,auto_tar,recall_at_1000,OBSERVED,0.23745712690436308,2977.0,12537.0,3,3,
C15,auto_tar,recall_at_1R_plus_0,OBSERVED,0.8726968174204355,521.0,597.0,3,3,
C15,auto_tar,recall_at_1R_plus_100,OBSERVED,0.8818696657892637,11056.0,12537.0,3,3,
C15,auto_tar,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,auto_tar,recall_at_R,OBSERVED,0.8726968174204355,521.0,597.0,3,3,
C15,explore_10,batch_effort_at_75,OBSERVED,3847.0,3847.0,1.0,3,3,
C15,explore_10,batch_effort_at_80,OBSERVED,3982.0,3982.0,1.0,3,3,
C15,explore_10,batch_effort_at_90,OBSERVED,4899.333333333333,14698.0,3.0,3,3,
C15,explore_10,depth_fraction_at_75,OBSERVED,0.15247598888360908,10589.0,69447.0,3,3,
C15,explore_10,depth_fraction_at_80,OBSERVED,0.16425475542500037,11407.0,69447.0,3,3,
C15,explore_10,depth_fraction_at_90,OBSERVED,0.2046452690540988,14212.0,69447.0,3,3,
C15,explore_10,depth_per_positive_at_75,OBSERVED,0.8446199250219351,10589.0,12537.0,3,3,
C15,explore_10,depth_per_positive_at_80,OBSERVED,0.9098667942889048,11407.0,12537.0,3,3,
C15,explore_10,depth_per_positive_at_90,OBSERVED,1.1336045305894553,14212.0,12537.0,3,3,
C15,explore_10,effort_at_75,OBSERVED,3529.6666666666665,10589.0,3.0,3,3,
C15,explore_10,effort_at_80,OBSERVED,3802.3333333333335,11407.0,3.0,3,3,
C15,explore_10,effort_at_90,OBSERVED,4737.333333333333,14212.0,3.0,3,3,
C15,explore_10,overshoot_at_75,OBSERVED,317.3333333333333,952.0,3.0,3,3,
C15,explore_10,overshoot_at_80,OBSERVED,179.66666666666666,539.0,3.0,3,3,
C15,explore_10,overshoot_at_90,OBSERVED,162.0,162.0,1.0,3,3,
C15,explore_10,recall_at_1000,OBSERVED,0.2199888330541597,394.0,1791.0,3,3,
C15,explore_10,recall_at_1R_plus_0,OBSERVED,0.8498843423466539,10655.0,12537.0,3,3,
C15,explore_10,recall_at_1R_plus_100,OBSERVED,0.8585786073223259,1196.0,1393.0,3,3,
C15,explore_10,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,explore_10,recall_at_R,OBSERVED,0.8498843423466539,10655.0,12537.0,3,3,
C15,fixed_20,batch_effort_at_75,OBSERVED,3234.3333333333335,9703.0,3.0,3,3,
C15,fixed_20,batch_effort_at_80,OBSERVED,3487.6666666666665,10463.0,3.0,3,3,
C15,fixed_20,batch_effort_at_90,OBSERVED,4301.0,4301.0,1.0,3,3,
C15,fixed_20,depth_fraction_at_75,OBSERVED,0.13934367215286478,9677.0,69447.0,3,3,
C15,fixed_20,depth_fraction_at_80,OBSERVED,0.15044566359957953,10448.0,69447.0,3,3,
C15,fixed_20,depth_fraction_at_90,OBSERVED,0.18510518812907684,4285.0,23149.0,3,3,
C15,fixed_20,depth_per_positive_at_75,OBSERVED,0.771875249262184,9677.0,12537.0,3,3,
C15,fixed_20,depth_per_positive_at_80,OBSERVED,0.833373215282763,10448.0,12537.0,3,3,
C15,fixed_20,depth_per_positive_at_90,OBSERVED,1.0253649198372816,4285.0,4179.0,3,3,
C15,fixed_20,effort_at_75,OBSERVED,3225.6666666666665,9677.0,3.0,3,3,
C15,fixed_20,effort_at_80,OBSERVED,3482.6666666666665,10448.0,3.0,3,3,
C15,fixed_20,effort_at_90,OBSERVED,4285.0,4285.0,1.0,3,3,
C15,fixed_20,overshoot_at_75,OBSERVED,8.666666666666666,26.0,3.0,3,3,
C15,fixed_20,overshoot_at_80,OBSERVED,5.0,5.0,1.0,3,3,
C15,fixed_20,overshoot_at_90,OBSERVED,16.0,16.0,1.0,3,3,
C15,fixed_20,recall_at_1000,OBSERVED,0.2367392518146287,424.0,1791.0,3,3,
C15,fixed_20,recall_at_1R_plus_0,OBSERVED,0.8918401531466859,3727.0,4179.0,3,3,
C15,fixed_20,recall_at_1R_plus_100,OBSERVED,0.8993379596394672,11275.0,12537.0,3,3,
C15,fixed_20,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,fixed_20,recall_at_R,OBSERVED,0.8918401531466859,3727.0,4179.0,3,3,
C15,frozen_svm,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_1000,OBSERVED,0.15354550530429928,275.0,1791.0,3,3,
C15,frozen_svm,recall_at_1R_plus_0,OBSERVED,0.41293770439499083,5177.0,12537.0,3,3,
C15,frozen_svm,recall_at_1R_plus_100,OBSERVED,0.41891999680944403,5252.0,12537.0,3,3,
C15,frozen_svm,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,frozen_svm,recall_at_R,OBSERVED,0.41293770439499083,5177.0,12537.0,3,3,
C15,random,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_1000,OBSERVED,0.0446677833612507,80.0,1791.0,3,3,
C15,random,recall_at_1R_plus_0,OBSERVED,0.18082475871420595,2267.0,12537.0,3,3,
C15,random,recall_at_1R_plus_100,OBSERVED,0.18521177315147164,258.0,1393.0,3,3,
C15,random,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,random,recall_at_R,OBSERVED,0.18082475871420595,2267.0,12537.0,3,3,
C15,seed_similarity,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
