reviews,random,seed_similarity,frozen_svm,uncertainty,auto_tar,fixed_20,explore_10
138,0.012482161324984389,0.06870443531214657,0.07223979467297971,0.13037681767011536,0.1444503852778317,0.13802640928397727,0.14019971784694676
139,0.012498114104756266,0.06875229365146218,0.07260995966654014,0.13102911284158753,0.14523205894183497,0.13891252341872334,0.1410858319816928
140,0.012498114104756266,0.06940187724349943,0.07296688345976364,0.1316931048345111,0.1458387544781042,0.1395192189549926,0.1417354155737301
141,0.012543713739959184,0.06996297314456576,0.07333704845332407,0.13199544375051525,0.1465748285069046,0.1403464922541988,0.14257593007327327
142,0.012559666519731059,0.07031718535835434,0.07411872211732738,0.13275845305531173,0.14718152404317383,0.14123260638894486,0.1445431698272296
143,0.012621218934705853,0.07068735035191476,0.07462097718285385,0.13296959270091,0.1479764389075141,0.1420598796881511,0.14519546499870178
144,0.012621218934705853,0.07088253721774115,0.07497790097607734,0.13356033545740736,0.1484537559512522,0.1454921041305373,0.14584776017017392
145,0.012621218934705853,0.0710804356630025,0.07533482476930083,0.1340758317232708,0.1493398700859983,0.14637821826528336,0.14651329654198306
146,0.012621218934705853,0.07147825025778617,0.07545792959925039,0.13466657447976818,0.14994656562226757,0.14856603578217661,0.14714963893368335
147,0.012637171714477728,0.07180552719557862,0.07569871610027973,0.13546194221943064,0.15061210199407668,0.15063771600687573,0.14939629728611653
148,0.012637171714477728,0.0719445848053001,0.07602328145863722,0.13722229828610918,0.1528131607113069,0.15288437435930893,0.15006183365792564
149,0.012653124494249603,0.07208093083558663,0.07621846832446363,0.13777015298683856,0.15352429671831894,0.154956054584008,0.15058203875743176
150,0.012770806165329331,0.07259642710145005,0.0764296079700619,0.13796533985266496,0.15436481121786214,0.15549221246328598,0.1507639844229212
151,0.01284559978064107,0.0727783727669395,0.07693186303558838,0.13865626712158463,0.15498474795446832,0.15773887081571916,0.1507639844229212
152,0.01284559978064107,0.07287183074145803,0.07706820906587492,0.1393631471702762,0.15581202125367452,0.1585661441149254,0.15212452864060827
153,0.012861552560412944,0.07331253339200972,0.07739548600366736,0.13992469594666476,0.15646431642514672,0.15921572770696266,0.15291944350494854
154,0.012877505340184819,0.07362385755003029,0.07770681016168793,0.14190517690095808,0.15730483092468986,0.15970628595103772,0.15346729820567792
155,0.012968704610590655,0.07523417351076313,0.07829755291818531,0.14499914190932756,0.16050323640380215,0.16035858112250984,0.1542489718696812
156,0.01298465739036253,0.07538647232082155,0.07857923022077482,0.14571926315835604,0.16255896384872942,0.16114025478651317,0.1564367893865745
157,0.013030257025565449,0.07543433066013717,0.07877441708660121,0.14768650291231236,0.1645850444382256,0.16198076928605634,0.15715962221503793
158,0.013046209805337326,0.07597947378143162,0.07906080322283347,0.14975121559925605,0.16681575001088686,0.16405244951075545,0.16070798394961827
159,0.013046209805337326,0.07630675071922406,0.0793880801606259,0.1513525463179725,0.16906240836332,0.1648797228099617,0.16141911995663036
160,0.01310505064087719,0.07650193758505047,0.07965380468344356,0.1529788150584772,0.17130906671575316,0.1657069961091679,0.1622463932558365
161,0.013196249911283025,0.07681326174307104,0.08126837660249689,0.15361515745017748,0.17197460308756227,0.16648866977317117,0.1628986884273087
162,0.013228155470826777,0.07714053868086347,0.08162530039572037,0.15555320322402502,0.17398744247672157,0.1685603499978703,0.1637848025620548
163,0.013260061030370527,0.07746781561865591,0.08189373649797295,0.1563777649437963,0.17476911614072485,0.16916704553413953,0.16421651997059
164,0.013260061030370527,0.07782473941187941,0.08200043567282843,0.15690695528531887,0.17565523027547092,0.1699487191981429,0.1649981936345933
165,0.013260061030370527,0.07958309822435017,0.08219562253865485,0.15738427232905702,0.17632076664728003,0.172195377550576,0.1658843077693394
166,0.013260061030370527,0.07977828509017656,0.08240250622593263,0.15782968381325138,0.17697306181875216,0.17302265084978216,0.16791038835883557
167,0.013260061030370527,0.080148450083737,0.08285916165625618,0.15843637934952065,0.17768419782576428,0.17522370956701241,0.16856268353030773
168,0.013276013810142403,0.08035958972933527,0.0843852458843386,0.1590567689614491,0.17857031196051035,0.1772953897917115,0.16892386328185174
169,0.013337566225117196,0.08049593575962181,0.08466692318692813,0.16061521162439749,0.18069928864186374,0.1808437515262919,0.1695761584533239
170,0.013337566225117196,0.08069112262544821,0.08503708818048857,0.16101502347338895,0.1815854027766098,0.18171391288126607,0.17046227258806998
171,0.013383165860320114,0.08104804641867171,0.08566872173854614,0.1612971536513007,0.18241267607581607,0.18396057123369927,0.17134838672281608
172,0.013383165860320114,0.08118439244895821,0.0859959986763386,0.16162488346441536,0.1831238120828281,0.18603225145839836,0.1731538895493753
173,0.01344200669585998,0.08155726902195358,0.086191185542165,0.16328505501867163,0.18537047043526123,0.18691836559314448,0.1737473438853076
174,0.01344200669585998,0.08172280903234895,0.08656135053572545,0.16381424536019423,0.18625658457000727,0.19035059003553062,0.17445847989231963
175,0.01344200669585998,0.08200448633493847,0.08671364934578385,0.16552900179166985,0.18815328666697242,0.1912367041702767,0.17445847989231963
176,0.013457959475631855,0.08217002634533382,0.08683404259629851,0.1673758482951115,0.19022496689167148,0.1919022405420858,0.17445847989231963
177,0.013457959475631855,0.08387108870115026,0.08701598826178797,0.17039501968816928,0.19383216946179171,0.19256777691389493,0.17670513824475279
178,0.01351951189060665,0.08435739098690488,0.0872817127846056,0.1707815903368238,0.1947182835965378,0.19481443526632808,0.17889295576164604
