n,positives,reviewed,found_at_20,precision_at_20,recall_at_20,found_at_100,precision_at_100,recall_at_100,found_at_500,precision_at_500,recall_at_500,found_at_1000,precision_at_1000,recall_at_1000,found_at_2000,precision_at_2000,recall_at_2000,found_at_5000,precision_at_5000,recall_at_5000,effort_at_75,wss_at_75,effort_at_90,wss_at_90,topic,seed,policy,seed_doc_id,fits,seconds,batch_effort_at_75,batch_effort_at_90
23149,1133,5000,18,0.9,0.01588702559576346,94,0.94,0.08296557811120918,457,0.914,0.40335392762577227,832,0.832,0.7343336275375111,1037,0.5185,0.9152691968225949,1099,0.2198,0.969991173874669,1039.0,0.7051168516998575,1728.0,0.8253531470041903,GCRIM,11,auto_tar,6466,47,4.751983739000025,1106.0,1884.0
23149,1133,5000,19,0.95,0.01676963812886143,94,0.94,0.08296557811120918,461,0.922,0.40688437775816416,848,0.848,0.7484554280670785,1041,0.5205,0.9187996469549867,1097,0.2194,0.9682259488084731,1003.0,0.7066719944706035,1659.0,0.8283338373147868,GCRIM,11,fixed_20,6466,250,55.886069991999875,1021.0,1661.0
23149,1133,5000,18,0.9,0.01588702559576346,91,0.91,0.08031774051191527,420,0.84,0.3706972639011474,784,0.784,0.6919682259488085,1025,0.5125,0.9046778464254193,1097,0.2194,0.9682259488084731,1116.0,0.7017905741068728,1912.0,0.8174046395092661,GCRIM,11,explore_10,6466,47,4.083265956000105,1233.0,2090.0
23149,1133,5000,1,0.05,0.00088261253309797,3,0.03,0.00264783759929391,27,0.054,0.02383053839364519,58,0.058,0.05119152691968226,103,0.0515,0.09090909090909091,256,0.0512,0.22594880847308033,,,,,GCRIM,29,random,24857,0,0.0168149399999038,,
23149,1133,5000,2,0.1,0.00176522506619594,3,0.03,0.00264783759929391,54,0.108,0.04766107678729038,108,0.108,0.09532215357458076,191,0.0955,0.16857899382171226,430,0.086,0.3795233892321271,,,,,GCRIM,29,seed_similarity,24857,0,0.6294902180000008,,
23149,1133,5000,2,0.1,0.00176522506619594,5,0.05,0.00441306266548985,61,0.122,0.05383936451897617,143,0.143,0.1262135922330097,287,0.1435,0.2533097969991174,624,0.1248,0.5507502206531333,,,,,GCRIM,29,frozen_svm,24857,1,0.34733413300000393,,
23149,1133,5000,7,0.35,0.00617828773168579,68,0.68,0.06001765225066196,289,0.578,0.25507502206531335,493,0.493,0.4351279788172992,718,0.359,0.6337157987643425,857,0.1714,0.7563989408649603,4699.0,0.5470106700073437,,,GCRIM,29,uncertainty,24857,47,3.961677007999924,5000.0,
23149,1133,5000,7,0.35,0.00617828773168579,73,0.73,0.06443071491615181,422,0.844,0.37246248896734335,818,0.818,0.7219770520741394,1043,0.5215,0.9205648720211828,1098,0.2196,0.9691085613415711,1046.0,0.7048144628277679,1726.0,0.8254395438247872,GCRIM,29,auto_tar,24857,47,4.141710477999823,1106.0,1884.0
23149,1133,5000,2,0.1,0.00176522506619594,56,0.56,0.04942630185348632,404,0.808,0.35657546337157986,811,0.811,0.7157987643424537,1042,0.521,0.9196822594880847,1097,0.2194,0.9682259488084731,1059.0,0.7042528834938875,1666.0,0.8280314484426974,GCRIM,29,fixed_20,24857,250,47.92995193499996,1061.0,1681.0
23149,1133,5000,7,0.35,0.00617828773168579,72,0.72,0.06354810238305383,392,0.784,0.34598411297440423,769,0.769,0.678729037952339,1035,0.5175,0.913503971756399,1096,0.2192,0.9673433362753752,1138.0,0.7008402090803059,1892.0,0.8182686077152361,GCRIM,29,explore_10,24857,47,3.481298982999988,1233.0,2090.0
23149,1133,5000,3,0.15,0.00264783759929391,7,0.07,0.00617828773168579,30,0.06,0.0264783759929391,43,0.043,0.03795233892321271,83,0.0415,0.07325684024713151,237,0.0474,0.2091791703442189,,,,,GCRIM,47,random,5200,0,0.01572279000015442,,
23149,1133,5000,20,1.0,0.0176522506619594,56,0.56,0.04942630185348632,215,0.43,0.18976169461606354,324,0.324,0.28596646072374227,450,0.225,0.3971756398940865,690,0.138,0.6090026478375993,,,,,GCRIM,47,seed_similarity,5200,0,0.4811319969999204,,
23149,1133,5000,20,1.0,0.0176522506619594,66,0.66,0.05825242718446602,248,0.496,0.21888790820829657,358,0.358,0.3159752868490733,505,0.2525,0.4457193292144748,726,0.1452,0.6407766990291263,,,,,GCRIM,47,frozen_svm,5200,1,0.3720560069998555,,
23149,1133,5000,14,0.7,0.01235657546337158,80,0.8,0.0706090026478376,291,0.582,0.25684024713150927,497,0.497,0.4386584289496911,720,0.36,0.6354810238305384,843,0.1686,0.7440423654015887,,,,,GCRIM,47,uncertainty,5200,47,6.097337677000041,,
23149,1133,5000,20,1.0,0.0176522506619594,78,0.78,0.06884377758164166,431,0.862,0.38040600176522504,829,0.829,0.7316857899382171,1038,0.519,0.9161518093556928,1099,0.2198,0.969991173874669,1032.0,0.7054192405719469,1758.0,0.8240571946952352,GCRIM,47,auto_tar,5200,47,5.253785967000113,1106.0,1884.0
23149,1133,5000,20,1.0,0.0176522506619594,70,0.7,0.0617828773168579,429,0.858,0.3786407766990291,822,0.822,0.7255075022065314,1044,0.522,0.9214474845542807,1097,0.2194,0.9682259488084731,1042.0,0.704987256468962,1633.0,0.8294569959825479,GCRIM,47,fixed_20,5200,250,47.31141102899983,1061.0,1641.0
23149,1133,5000,20,1.0,0.0176522506619594,75,0.75,0.06619593998234775,396,0.792,0.34951456310679613,778,0.778,0.6866725507502206,1034,0.517,0.912621359223301,1100,0.22,0.970873786407767,1125.0,0.7014017884141863,1840.0,0.8205149250507582,GCRIM,47,explore_10,5200,47,4.0368390240000736,1233.0,1884.0
