n,positives,reviewed,found_at_20,precision_at_20,recall_at_20,found_at_100,precision_at_100,recall_at_100,found_at_500,precision_at_500,recall_at_500,found_at_1000,precision_at_1000,recall_at_1000,found_at_2000,precision_at_2000,recall_at_2000,found_at_5000,precision_at_5000,recall_at_5000,effort_at_75,wss_at_75,effort_at_90,wss_at_90,topic,seed,policy,seed_doc_id,fits,seconds,batch_effort_at_75,batch_effort_at_90
23149,1462,5000,4,0.2,0.0027359781121751026,10,0.1,0.006839945280437756,43,0.086,0.029411764705882353,70,0.07,0.047879616963064295,126,0.063,0.08618331053351573,299,0.0598,0.20451436388508892,,,,,C18,29,random,24030,0,0.016499188999887338,,
23149,1462,5000,11,0.55,0.007523939808481532,45,0.45,0.030779753761969904,169,0.338,0.11559507523939809,272,0.272,0.18604651162790697,430,0.215,0.29411764705882354,766,0.1532,0.5239398084815321,,,,,C18,29,seed_similarity,24030,0,0.5793212040000526,,
23149,1462,5000,11,0.55,0.007523939808481532,35,0.35,0.023939808481532147,182,0.364,0.12448700410396717,323,0.323,0.22093023255813954,519,0.2595,0.35499316005471954,873,0.1746,0.5971272229822161,,,,,C18,29,frozen_svm,24030,1,0.3290199790001225,,
23149,1462,5000,11,0.55,0.007523939808481532,76,0.76,0.05198358413132695,295,0.59,0.20177838577291382,525,0.525,0.3590971272229822,920,0.46,0.6292749658002736,1191,0.2382,0.8146374829001368,3029.0,0.6191520152058404,,,C18,29,uncertainty,24030,47,7.044290887999978,3145.0,
23149,1462,5000,11,0.55,0.007523939808481532,85,0.85,0.05813953488372093,417,0.834,0.28522571819425446,844,0.844,0.5772913816689467,1285,0.6425,0.8789329685362517,1433,0.2866,0.9801641586867305,1390.0,0.6899542096850836,2129.0,0.8080305844744914,C18,29,auto_tar,24030,47,4.8192315939998025,1527.0,2317.0
23149,1462,5000,11,0.55,0.007523939808481532,74,0.74,0.0506155950752394,423,0.846,0.2893296853625171,850,0.85,0.5813953488372093,1300,0.65,0.8891928864569083,1432,0.2864,0.9794801641586868,1387.0,0.6900838049159791,2081.0,0.8101041081688194,C18,29,fixed_20,24030,250,78.48867355800007,1401.0,2081.0
23149,1462,5000,11,0.55,0.007523939808481532,81,0.81,0.05540355677154583,390,0.78,0.2667578659370725,795,0.795,0.5437756497948016,1267,0.6335,0.8666210670314638,1427,0.2854,0.9760601915184679,1541.0,0.6834312497300099,2318.0,0.7998660849280746,C18,29,explore_10,24030,47,4.759016580999969,1697.0,2567.0
23149,1462,5000,2,0.1,0.0013679890560875513,10,0.1,0.006839945280437756,36,0.072,0.024623803009575923,67,0.067,0.04582763337893297,147,0.0735,0.10054719562243503,347,0.0694,0.23734610123119015,,,,,C18,47,random,4529,0,0.01614216200005103,,
23149,1462,5000,16,0.8,0.01094391244870041,28,0.28,0.019151846785225718,55,0.11,0.03761969904240766,87,0.087,0.05950752393980848,155,0.0775,0.10601915184678523,374,0.0748,0.2558139534883721,,,,,C18,47,seed_similarity,4529,0,0.5363909800000783,,
23149,1462,5000,15,0.75,0.010259917920656635,30,0.3,0.02051983584131327,62,0.124,0.04240766073871409,117,0.117,0.08002735978112176,196,0.098,0.13406292749658003,431,0.0862,0.2948016415868673,,,,,C18,47,frozen_svm,4529,1,0.3214311550000275,,
23149,1462,5000,13,0.65,0.008891928864569083,51,0.51,0.03488372093023256,289,0.578,0.19767441860465115,519,0.519,0.35499316005471954,912,0.456,0.6238030095759234,1200,0.24,0.8207934336525308,3063.0,0.6176832692556914,,,C18,47,uncertainty,4529,47,4.156610218999958,3145.0,
23149,1462,5000,17,0.85,0.011627906976744186,67,0.67,0.04582763337893297,408,0.816,0.27906976744186046,845,0.845,0.5779753761969905,1295,0.6475,0.8857729138166894,1433,0.2866,0.9801641586867305,1422.0,0.6885718605555315,2085.0,0.8099313145276255,C18,47,auto_tar,4529,47,4.845363428000155,1527.0,2090.0
23149,1462,5000,15,0.75,0.010259917920656635,50,0.5,0.03419972640218878,398,0.796,0.2722298221614227,844,0.844,0.5772913816689467,1293,0.6465,0.884404924760602,1433,0.2866,0.9801641586867305,1414.0,0.6889174478379195,2070.0,0.8105792906821029,C18,47,fixed_20,4529,250,73.77611068500005,1421.0,2081.0
23149,1462,5000,17,0.85,0.011627906976744186,65,0.65,0.04445964432284542,387,0.774,0.2647058823529412,776,0.776,0.53077975376197,1277,0.6385,0.8734610123119015,1429,0.2858,0.9774281805745554,1503.0,0.685072789321353,2234.0,0.8034947513931487,C18,47,explore_10,4529,47,4.6477219880000575,1527.0,2317.0
23149,1133,5000,2,0.1,0.00176522506619594,11,0.11,0.009708737864077669,34,0.068,0.03000882612533098,61,0.061,0.05383936451897617,114,0.057,0.10061782877316858,279,0.0558,0.24624889673433362,,,,,GCRIM,11,random,6466,0,0.026491393000014796,,
23149,1133,5000,19,0.95,0.01676963812886143,86,0.86,0.07590467784642542,322,0.644,0.28420123565754635,503,0.503,0.4439541041482789,701,0.3505,0.6187113857016769,949,0.1898,0.8375992939099736,3466.0,0.6002743099053955,,,GCRIM,11,seed_similarity,6466,0,0.5605600660001073,3479.0,
23149,1133,5000,19,0.95,0.01676963812886143,85,0.85,0.07502206531332745,311,0.622,0.2744924977934687,491,0.491,0.4333627537511033,702,0.351,0.6195939982347749,962,0.1924,0.8490732568402471,3277.0,0.6084388094518122,,,GCRIM,11,frozen_svm,6466,1,0.48671006499989744,3479.0,
23149,1133,5000,17,0.85,0.01500441306266549,90,0.9,0.0794351279788173,285,0.57,0.25154457193292146,484,0.484,0.42718446601941745,711,0.3555,0.6275375110326566,849,0.1698,0.7493380406001765,,,,,GCRIM,11,uncertainty,6466,47,4.473864749000086,,
