metric,method_a,method_b,topics_total,censored_topics,status,topics_used,note,nonzero_pairs,mean_difference,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples,analysis_seed,exact_sign_flip_p,wilcoxon_exact_p,minimum_two_sided_p
recall_at_1000,uncertainty,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.13241379513799814,-0.20509550868814683,-0.05381572051515475,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1000,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.00027612833679182435,-0.002366559231687787,0.003814810954181836,10000.0,20260907.0,0.875,1.0,0.0625
recall_at_1000,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,0.02167306288272947,0.006293308813785212,0.03705281695167373,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1000,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.021396934545937645,0.00482847038233645,0.03796539870953884,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_0,random,seed_similarity,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.19547696416159233,-0.28489585781157933,-0.09700566760146465,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1R_plus_0,random,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.1868960068822518,-0.25743447390387075,-0.09053195837329012,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,random,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3359819433532508,-0.43971913900234866,-0.2218457091846906,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,random,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5820391920163651,-0.7094006530635306,-0.36689732910860606,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,random,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5757287901822394,-0.7187983444183761,-0.3291825786938655,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,random,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5604000089909182,-0.6798348362062635,-0.35716218236558533,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.008580957279340523,-0.020852985409404425,0.06014536299246953,10000.0,20260907.0,1.0,0.625,0.0625
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.14050497919165847,-0.24433042215238046,0.004595372102812206,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3865622278547728,-0.4995287646495553,-0.2615321706631236,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3802518260206471,-0.5056286397504728,-0.23071128213373782,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,seed_similarity,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.36492304482932586,-0.46688103977118345,-0.25849634040001807,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.149085936470999,-0.22394568451572422,-0.054262599802447534,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.39514318513411334,-0.4904391060219143,-0.26955722043441066,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.38883278329998766,-0.49845658611870236,-0.23103045039049622,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,frozen_svm,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.37350400210866636,-0.4590723163506061,-0.25854113848432614,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_0,uncertainty,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.24605724866311432,-0.3857936044262524,-0.10652074783401733,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1R_plus_0,uncertainty,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.23974684682898864,-0.39257652067288756,-0.07423867677163846,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_0,uncertainty,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.22441806563766736,-0.3623709726389627,-0.09193586982531707,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1R_plus_0,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.006310401834125683,-0.013775557922447893,0.037714750414740594,10000.0,20260907.0,1.0,0.625,0.0625
recall_at_1R_plus_0,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,0.02163918302544694,0.00973514674302076,0.03136678967130817,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1R_plus_0,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.015328781191321257,-0.027510688093829977,0.03943242379000253,10000.0,20260907.0,0.5,0.625,0.0625
recall_at_1R_plus_100,random,seed_similarity,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.21589711704285977,-0.2994191641455942,-0.1302295882645357,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,random,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.20946217632220973,-0.272027296911215,-0.13757748231441752,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,random,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3764906204599534,-0.4865012827233907,-0.26407738741166675,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,random,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.6197425362058776,-0.7345073701621366,-0.4179835044141922,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,random,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.6303266845208826,-0.7424507254178507,-0.43034177841312926,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,random,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5990945520866591,-0.7082229440990604,-0.40835966932704837,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,seed_similarity,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.006434940720650062,-0.023069111468146854,0.05868209874077834,10000.0,20260907.0,1.0,0.625,0.0625
recall_at_1R_plus_100,seed_similarity,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.1605935034170936,-0.2713212636577551,-0.006958606125418815,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_100,seed_similarity,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.40384541916301786,-0.5138394685268729,-0.2733135067093347,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,seed_similarity,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.41442956747802284,-0.5211838800191291,-0.2859707249896755,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,seed_similarity,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3831974350437993,-0.48518450810215763,-0.2644205188637135,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,frozen_svm,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.16702844413774368,-0.24971979636022143,-0.06675743062626863,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_100,frozen_svm,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.4102803598836679,-0.5054511117573206,-0.27497578595927485,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,frozen_svm,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.42086450819867294,-0.5118496668972808,-0.29136551822241014,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,frozen_svm,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.38963237576444937,-0.47550438307879245,-0.2682248455302351,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,uncertainty,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.24325191574592422,-0.37942806679695,-0.0970164443730248,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_100,uncertainty,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.25383606406092923,-0.39122982739298323,-0.11124077537991942,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,uncertainty,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.22260393162670566,-0.36343529747911185,-0.08167958011679004,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1R_plus_100,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.010584148315005001,-0.014704210071372093,-0.006464086558637913,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_100,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,0.020647984119218563,0.009973753280839895,0.02998858769115629,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1R_plus_100,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.031232132434223566,0.02181433915137105,0.038997950900096404,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1R_plus_1000,random,seed_similarity,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,random,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,random,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,random,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,random,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,random,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,seed_similarity,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,seed_similarity,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,seed_similarity,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,seed_similarity,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,seed_similarity,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,frozen_svm,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,frozen_svm,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,frozen_svm,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,frozen_svm,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,uncertainty,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,uncertainty,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,uncertainty,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,auto_tar,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,auto_tar,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1R_plus_1000,fixed_20,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,seed_similarity,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,random,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,seed_similarity,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,seed_similarity,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,seed_similarity,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,seed_similarity,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,seed_similarity,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,frozen_svm,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,frozen_svm,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,frozen_svm,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,frozen_svm,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,uncertainty,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,uncertainty,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,uncertainty,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,auto_tar,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,auto_tar,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R,fixed_20,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,seed_similarity,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,random,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,seed_similarity,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,seed_similarity,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,seed_similarity,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,seed_similarity,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,seed_similarity,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,frozen_svm,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,frozen_svm,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,frozen_svm,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,frozen_svm,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,uncertainty,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,uncertainty,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,seed_similarity,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,random,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
