metric,method_a,method_b,topics_total,censored_topics,status,topics_used,note,nonzero_pairs,mean_difference,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples,analysis_seed,exact_sign_flip_p,wilcoxon_exact_p,minimum_two_sided_p
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_75,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.08647379997010948,-0.3221284475948922,0.050928479159931074,10000.0,20260907.0,1.0,0.625,0.0625
depth_per_positive_at_75,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.14339364848427263,-0.30387902068357053,-0.05190828677710614,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_per_positive_at_75,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.056919848514163165,-0.10369604419050486,0.0146449149828447,10000.0,20260907.0,0.25,0.3125,0.0625
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_80,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.09234021770555481,0.016779940560905603,0.1800406899711234,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_per_positive_at_80,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.003427242476842129,-0.07490063413961141,0.11492320237173732,10000.0,20260907.0,1.0,0.625,0.0625
depth_per_positive_at_80,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.09576746018239694,-0.154328392093089,-0.0454909737453552,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_per_positive_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.01844235022135877,-0.023617689840144698,0.057112820359371895,10000.0,20260907.0,0.375,0.4375,0.0625
depth_per_positive_at_90,auto_tar,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
depth_per_positive_at_90,fixed_20,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_75,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,19.6,-8.066666666666668,51.06666666666666,10000.0,20260907.0,0.3125,0.3125,0.0625
effort_at_75,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-94.6,-165.2,-32.8,10000.0,20260907.0,0.0625,0.0625,0.0625
effort_at_75,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-114.2,-210.0,-34.266666666666666,10000.0,20260907.0,0.125,0.125,0.0625
effort_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_80,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,44.0,15.6,80.6,10000.0,20260907.0,0.0625,0.0625,0.0625
effort_at_80,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-84.6,-157.0,-15.533333333333335,10000.0,20260907.0,0.125,0.125,0.0625
effort_at_80,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-128.6,-225.93333333333334,-46.2,10000.0,20260907.0,0.0625,0.0625,0.0625
effort_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,62.733333333333334,5.866666666666666,137.33333333333331,10000.0,20260907.0,0.125,0.125,0.0625
effort_at_90,auto_tar,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
effort_at_90,fixed_20,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_1000,random,seed_similarity,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.2256112050330553,-0.3051012377939477,-0.14816349820490096,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,random,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.23046709307641777,-0.31908375142769063,-0.14556524023656442,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,random,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.46342708524108756,-0.7061426755894326,-0.23577458644770552,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,random,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.6175139432618151,-0.8093572309261369,-0.3895879817399964,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,random,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.6172378149250233,-0.8081536491837145,-0.3902675659139181,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,random,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5958408803790857,-0.7955458537043606,-0.3696360449770855,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,seed_similarity,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.004855888043362496,-0.020692560570252032,0.015361007088355966,10000.0,20260907.0,0.6875,0.8125,0.0625
recall_at_1000,seed_similarity,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.23781588020803224,-0.420172478440195,-0.07165064193468058,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1000,seed_similarity,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3919027382287598,-0.5160603341071645,-0.20871779883559488,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,seed_similarity,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.391626609891968,-0.5125067798420092,-0.21443167588457146,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,seed_similarity,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.37022967534603035,-0.5046869141357331,-0.188765862072684,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,frozen_svm,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.23295999216466975,-0.40991018135943397,-0.07653315823291917,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_1000,frozen_svm,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.38704685018539736,-0.5133680664942346,-0.2253396178555958,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,frozen_svm,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3867707218486055,-0.5110893969991097,-0.22641914091394502,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,frozen_svm,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3653737873026679,-0.496588487403418,-0.1975169811113319,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_1000,uncertainty,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.1540868580207276,-0.23654772632679516,-0.06538051471611199,10000.0,20260907.0,0.125,0.125,0.125
recall_at_1000,uncertainty,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.15381072968393578,-0.2434055005809225,-0.06156570376193016,10000.0,20260907.0,0.125,0.125,0.0625
