metric,method_a,method_b,topics_total,censored_topics,topic,status,difference
depth_fraction_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C16,OBSERVED,0.0
depth_fraction_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C16,OBSERVED,-0.00012959523089550306
depth_fraction_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_fraction_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_fraction_at_90,auto_tar,fixed_20,5,,C12,OBSERVED,0.00021599205149250509
depth_fraction_at_90,auto_tar,fixed_20,5,,C15,OBSERVED,0.008711679410197704
depth_fraction_at_90,auto_tar,fixed_20,5,,C16,OBSERVED,-0.00012959523089550306
depth_fraction_at_90,auto_tar,fixed_20,5,,C18,OBSERVED,0.0010943597275620256
depth_fraction_at_90,auto_tar,fixed_20,5,,GCRIM,OBSERVED,0.003657465405273086
depth_fraction_at_90,auto_tar,explore_10,5,C16,C12,OBSERVED,-0.004305441559750601
depth_fraction_at_90,auto_tar,explore_10,5,C16,C15,OBSERVED,-0.010828401514824254
depth_fraction_at_90,auto_tar,explore_10,5,C16,C16,CENSORED,CENSORED
depth_fraction_at_90,auto_tar,explore_10,5,C16,C18,OBSERVED,-0.007329330280645672
depth_fraction_at_90,auto_tar,explore_10,5,C16,GCRIM,OBSERVED,-0.006220571082984146
depth_fraction_at_90,fixed_20,explore_10,5,C16,C12,OBSERVED,-0.0045214336112431065
depth_fraction_at_90,fixed_20,explore_10,5,C16,C15,OBSERVED,-0.01954008092502196
depth_fraction_at_90,fixed_20,explore_10,5,C16,C16,CENSORED,CENSORED
depth_fraction_at_90,fixed_20,explore_10,5,C16,C18,OBSERVED,-0.008423690008207698
depth_fraction_at_90,fixed_20,explore_10,5,C16,GCRIM,OBSERVED,-0.009878036488257231
depth_per_positive_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",C12,OBSERVED,1.310586176727909
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",C16,OBSERVED,-0.027210884353741496
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",C18,OBSERVED,1.0857273141814865
depth_per_positive_at_75,uncertainty,auto_tar,5,"C15,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",C12,OBSERVED,1.3910761154855642
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",C16,OBSERVED,-0.5714285714285714
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",C18,OBSERVED,1.0950752393980847
depth_per_positive_at_75,uncertainty,fixed_20,5,"C15,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",C12,OBSERVED,1.2694663167104112
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",C16,OBSERVED,-0.4897959183673469
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",C18,OBSERVED,1.0041039671682626
depth_per_positive_at_75,uncertainty,explore_10,5,"C15,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_75,auto_tar,fixed_20,5,,C12,OBSERVED,0.0804899387576553
depth_per_positive_at_75,auto_tar,fixed_20,5,,C15,OBSERVED,0.018186168939937783
depth_per_positive_at_75,auto_tar,fixed_20,5,,C16,OBSERVED,-0.54421768707483
depth_per_positive_at_75,auto_tar,fixed_20,5,,C18,OBSERVED,0.009347925216598267
depth_per_positive_at_75,auto_tar,fixed_20,5,,GCRIM,OBSERVED,0.0038246543100912034
depth_per_positive_at_75,auto_tar,explore_10,5,,C12,OBSERVED,-0.04111986001749781
depth_per_positive_at_75,auto_tar,explore_10,5,,C15,OBSERVED,-0.054558506819813356
depth_per_positive_at_75,auto_tar,explore_10,5,,C16,OBSERVED,-0.46258503401360546
depth_per_positive_at_75,auto_tar,explore_10,5,,C18,OBSERVED,-0.0816233470132239
depth_per_positive_at_75,auto_tar,explore_10,5,,GCRIM,OBSERVED,-0.07708149455722271
depth_per_positive_at_75,fixed_20,explore_10,5,,C12,OBSERVED,-0.1216097987751531
depth_per_positive_at_75,fixed_20,explore_10,5,,C15,OBSERVED,-0.07274467575975113
depth_per_positive_at_75,fixed_20,explore_10,5,,C16,OBSERVED,0.08163265306122448
depth_per_positive_at_75,fixed_20,explore_10,5,,C18,OBSERVED,-0.09097127222982217
depth_per_positive_at_75,fixed_20,explore_10,5,,GCRIM,OBSERVED,-0.08090614886731391
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
depth_per_positive_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
