metric,method_a,method_b,topics_total,censored_topics,topic,status,difference
effort_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C16,OBSERVED,0.0
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C16,OBSERVED,-3.0
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C12,CENSORED,CENSORED
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C15,CENSORED,CENSORED
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C16,CENSORED,CENSORED
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",C18,CENSORED,CENSORED
effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",GCRIM,CENSORED,CENSORED
effort_at_90,auto_tar,fixed_20,5,,C12,OBSERVED,5.0
effort_at_90,auto_tar,fixed_20,5,,C15,OBSERVED,201.66666666666666
effort_at_90,auto_tar,fixed_20,5,,C16,OBSERVED,-3.0
effort_at_90,auto_tar,fixed_20,5,,C18,OBSERVED,25.333333333333332
effort_at_90,auto_tar,fixed_20,5,,GCRIM,OBSERVED,84.66666666666667
effort_at_90,auto_tar,explore_10,5,C16,C12,OBSERVED,-99.66666666666667
effort_at_90,auto_tar,explore_10,5,C16,C15,OBSERVED,-250.66666666666666
effort_at_90,auto_tar,explore_10,5,C16,C16,CENSORED,CENSORED
effort_at_90,auto_tar,explore_10,5,C16,C18,OBSERVED,-169.66666666666666
effort_at_90,auto_tar,explore_10,5,C16,GCRIM,OBSERVED,-144.0
effort_at_90,fixed_20,explore_10,5,C16,C12,OBSERVED,-104.66666666666667
effort_at_90,fixed_20,explore_10,5,C16,C15,OBSERVED,-452.3333333333333
effort_at_90,fixed_20,explore_10,5,C16,C16,CENSORED,CENSORED
effort_at_90,fixed_20,explore_10,5,C16,C18,OBSERVED,-195.0
effort_at_90,fixed_20,explore_10,5,C16,GCRIM,OBSERVED,-228.66666666666666
recall_at_1000,random,seed_similarity,5,,C12,OBSERVED,-0.37182852143482065
recall_at_1000,random,seed_similarity,5,,C15,OBSERVED,-0.13791178112786154
recall_at_1000,random,seed_similarity,5,,C16,OBSERVED,-0.272108843537415
recall_at_1000,random,seed_similarity,5,,C18,OBSERVED,-0.11878704970360238
recall_at_1000,random,seed_similarity,5,,GCRIM,OBSERVED,-0.22741982936157693
recall_at_1000,random,frozen_svm,5,,C12,OBSERVED,-0.39807524059492566
recall_at_1000,random,frozen_svm,5,,C15,OBSERVED,-0.10887772194304858
recall_at_1000,random,frozen_svm,5,,C16,OBSERVED,-0.2653061224489796
recall_at_1000,random,frozen_svm,5,,C18,OBSERVED,-0.13588691290469676
recall_at_1000,random,frozen_svm,5,,GCRIM,OBSERVED,-0.24418946749043838
recall_at_1000,random,uncertainty,5,,C12,OBSERVED,-0.6911636045494314
recall_at_1000,random,uncertainty,5,,C15,OBSERVED,-0.08750099704873575
recall_at_1000,random,uncertainty,5,,C16,OBSERVED,-0.8435374149659864
recall_at_1000,random,uncertainty,5,,C18,OBSERVED,-0.308937528499772
recall_at_1000,random,uncertainty,5,,GCRIM,OBSERVED,-0.38599588114151223
recall_at_1000,random,auto_tar,5,,C12,OBSERVED,-0.8390201224846894
recall_at_1000,random,auto_tar,5,,C15,OBSERVED,-0.1927893435431124
recall_at_1000,random,auto_tar,5,,C16,OBSERVED,-0.8435374149659864
recall_at_1000,random,auto_tar,5,,C18,OBSERVED,-0.5305517555859554
recall_at_1000,random,auto_tar,5,,GCRIM,OBSERVED,-0.6816710797293322
recall_at_1000,random,fixed_20,5,,C12,OBSERVED,-0.84251968503937
recall_at_1000,random,fixed_20,5,,C15,OBSERVED,-0.192071468453378
recall_at_1000,random,fixed_20,5,,C16,OBSERVED,-0.8367346938775511
recall_at_1000,random,fixed_20,5,,C18,OBSERVED,-0.5326037391700866
recall_at_1000,random,fixed_20,5,,GCRIM,OBSERVED,-0.6822594880847308
recall_at_1000,random,explore_10,5,,C12,OBSERVED,-0.8320209973753281
recall_at_1000,random,explore_10,5,,C15,OBSERVED,-0.175321049692909
recall_at_1000,random,explore_10,5,,C16,OBSERVED,-0.8435374149659864
recall_at_1000,random,explore_10,5,,C18,OBSERVED,-0.49019607843137253
recall_at_1000,random,explore_10,5,,GCRIM,OBSERVED,-0.6381288614298323
recall_at_1000,seed_similarity,frozen_svm,5,,C12,OBSERVED,-0.026246719160104987
recall_at_1000,seed_similarity,frozen_svm,5,,C15,OBSERVED,0.029034059184812954
recall_at_1000,seed_similarity,frozen_svm,5,,C16,OBSERVED,0.006802721088435374
recall_at_1000,seed_similarity,frozen_svm,5,,C18,OBSERVED,-0.01709986320109439
recall_at_1000,seed_similarity,frozen_svm,5,,GCRIM,OBSERVED,-0.01676963812886143
recall_at_1000,seed_similarity,uncertainty,5,,C12,OBSERVED,-0.3193350831146107
recall_at_1000,seed_similarity,uncertainty,5,,C15,OBSERVED,0.05041078407912579
recall_at_1000,seed_similarity,uncertainty,5,,C16,OBSERVED,-0.5714285714285714
recall_at_1000,seed_similarity,uncertainty,5,,C18,OBSERVED,-0.19015047879616964
recall_at_1000,seed_similarity,uncertainty,5,,GCRIM,OBSERVED,-0.15857605177993528
recall_at_1000,seed_similarity,auto_tar,5,,C12,OBSERVED,-0.4671916010498688
recall_at_1000,seed_similarity,auto_tar,5,,C15,OBSERVED,-0.05487756241525086
recall_at_1000,seed_similarity,auto_tar,5,,C16,OBSERVED,-0.5714285714285714
recall_at_1000,seed_similarity,auto_tar,5,,C18,OBSERVED,-0.4117647058823529
recall_at_1000,seed_similarity,auto_tar,5,,GCRIM,OBSERVED,-0.4542512503677552
recall_at_1000,seed_similarity,fixed_20,5,,C12,OBSERVED,-0.47069116360454943
recall_at_1000,seed_similarity,fixed_20,5,,C15,OBSERVED,-0.05415968732551647
recall_at_1000,seed_similarity,fixed_20,5,,C16,OBSERVED,-0.564625850340136
recall_at_1000,seed_similarity,fixed_20,5,,C18,OBSERVED,-0.41381668946648426
recall_at_1000,seed_similarity,fixed_20,5,,GCRIM,OBSERVED,-0.45483965872315385
recall_at_1000,seed_similarity,explore_10,5,,C12,OBSERVED,-0.46019247594050744
recall_at_1000,seed_similarity,explore_10,5,,C15,OBSERVED,-0.03740926856504746
recall_at_1000,seed_similarity,explore_10,5,,C16,OBSERVED,-0.5714285714285714
recall_at_1000,seed_similarity,explore_10,5,,C18,OBSERVED,-0.37140902872777015
recall_at_1000,seed_similarity,explore_10,5,,GCRIM,OBSERVED,-0.4107090320682554
recall_at_1000,frozen_svm,uncertainty,5,,C12,OBSERVED,-0.29308836395450566
recall_at_1000,frozen_svm,uncertainty,5,,C15,OBSERVED,0.021376724894312835
recall_at_1000,frozen_svm,uncertainty,5,,C16,OBSERVED,-0.5782312925170068
recall_at_1000,frozen_svm,uncertainty,5,,C18,OBSERVED,-0.17305061559507523
recall_at_1000,frozen_svm,uncertainty,5,,GCRIM,OBSERVED,-0.14180641365107385
recall_at_1000,frozen_svm,auto_tar,5,,C12,OBSERVED,-0.4409448818897638
recall_at_1000,frozen_svm,auto_tar,5,,C15,OBSERVED,-0.08391162160006381
recall_at_1000,frozen_svm,auto_tar,5,,C16,OBSERVED,-0.5782312925170068
recall_at_1000,frozen_svm,auto_tar,5,,C18,OBSERVED,-0.39466484268125857
recall_at_1000,frozen_svm,auto_tar,5,,GCRIM,OBSERVED,-0.4374816122388938
recall_at_1000,frozen_svm,fixed_20,5,,C12,OBSERVED,-0.4444444444444444
recall_at_1000,frozen_svm,fixed_20,5,,C15,OBSERVED,-0.08319374651032943
recall_at_1000,frozen_svm,fixed_20,5,,C16,OBSERVED,-0.5714285714285714
recall_at_1000,frozen_svm,fixed_20,5,,C18,OBSERVED,-0.3967168262653899
recall_at_1000,frozen_svm,fixed_20,5,,GCRIM,OBSERVED,-0.43807002059429245
recall_at_1000,frozen_svm,explore_10,5,,C12,OBSERVED,-0.4339457567804024
recall_at_1000,frozen_svm,explore_10,5,,C15,OBSERVED,-0.0664433277498604
recall_at_1000,frozen_svm,explore_10,5,,C16,OBSERVED,-0.5782312925170068
recall_at_1000,frozen_svm,explore_10,5,,C18,OBSERVED,-0.3543091655266758
recall_at_1000,frozen_svm,explore_10,5,,GCRIM,OBSERVED,-0.3939393939393939
recall_at_1000,uncertainty,auto_tar,5,,C12,OBSERVED,-0.14785651793525809
recall_at_1000,uncertainty,auto_tar,5,,C15,OBSERVED,-0.10528834649437664
recall_at_1000,uncertainty,auto_tar,5,,C16,OBSERVED,0.0
recall_at_1000,uncertainty,auto_tar,5,,C18,OBSERVED,-0.2216142270861833
recall_at_1000,uncertainty,auto_tar,5,,GCRIM,OBSERVED,-0.29567519858781993
recall_at_1000,uncertainty,fixed_20,5,,C12,OBSERVED,-0.15135608048993876
recall_at_1000,uncertainty,fixed_20,5,,C15,OBSERVED,-0.10457047140464226
recall_at_1000,uncertainty,fixed_20,5,,C16,OBSERVED,0.006802721088435374
recall_at_1000,uncertainty,fixed_20,5,,C18,OBSERVED,-0.22366621067031464
recall_at_1000,uncertainty,fixed_20,5,,GCRIM,OBSERVED,-0.29626360694321857
recall_at_1000,uncertainty,explore_10,5,,C12,OBSERVED,-0.14085739282589677
recall_at_1000,uncertainty,explore_10,5,,C15,OBSERVED,-0.08782005264417325
recall_at_1000,uncertainty,explore_10,5,,C16,OBSERVED,0.0
recall_at_1000,uncertainty,explore_10,5,,C18,OBSERVED,-0.18125854993160054
recall_at_1000,uncertainty,explore_10,5,,GCRIM,OBSERVED,-0.2521329802883201
recall_at_1000,auto_tar,fixed_20,5,,C12,OBSERVED,-0.003499562554680665
recall_at_1000,auto_tar,fixed_20,5,,C15,OBSERVED,0.0007178750897343862
recall_at_1000,auto_tar,fixed_20,5,,C16,OBSERVED,0.006802721088435374
recall_at_1000,auto_tar,fixed_20,5,,C18,OBSERVED,-0.002051983584131327
recall_at_1000,auto_tar,fixed_20,5,,GCRIM,OBSERVED,-0.0005884083553986466
recall_at_1000,auto_tar,explore_10,5,,C12,OBSERVED,0.00699912510936133
recall_at_1000,auto_tar,explore_10,5,,C15,OBSERVED,0.017468293850203397
recall_at_1000,auto_tar,explore_10,5,,C16,OBSERVED,0.0
recall_at_1000,auto_tar,explore_10,5,,C18,OBSERVED,0.04035567715458276
recall_at_1000,auto_tar,explore_10,5,,GCRIM,OBSERVED,0.043542218299499856
recall_at_1000,fixed_20,explore_10,5,,C12,OBSERVED,0.010498687664041995
recall_at_1000,fixed_20,explore_10,5,,C15,OBSERVED,0.01675041876046901
recall_at_1000,fixed_20,explore_10,5,,C16,OBSERVED,-0.006802721088435374
recall_at_1000,fixed_20,explore_10,5,,C18,OBSERVED,0.04240766073871409
recall_at_1000,fixed_20,explore_10,5,,GCRIM,OBSERVED,0.0441306266548985
recall_at_1R_plus_0,random,seed_similarity,5,,C12,OBSERVED,-0.24934383202099739
recall_at_1R_plus_0,random,seed_similarity,5,,C15,OBSERVED,-0.34138948711813033
recall_at_1R_plus_0,random,seed_similarity,5,,C16,OBSERVED,0.0
recall_at_1R_plus_0,random,seed_similarity,5,,C18,OBSERVED,-0.1436388508891929
recall_at_1R_plus_0,random,seed_similarity,5,,GCRIM,OBSERVED,-0.24301265077964107
recall_at_1R_plus_0,random,frozen_svm,5,,C12,OBSERVED,-0.2642169728783902
recall_at_1R_plus_0,random,frozen_svm,5,,C15,OBSERVED,-0.2321129456807849
recall_at_1R_plus_0,random,frozen_svm,5,,C16,OBSERVED,-0.006802721088435374
recall_at_1R_plus_0,random,frozen_svm,5,,C18,OBSERVED,-0.16803465572275422
recall_at_1R_plus_0,random,frozen_svm,5,,GCRIM,OBSERVED,-0.26331273904089436
recall_at_1R_plus_0,random,uncertainty,5,,C12,OBSERVED,-0.4540682414698163
recall_at_1R_plus_0,random,uncertainty,5,,C15,OBSERVED,-0.20938023450586266
recall_at_1R_plus_0,random,uncertainty,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,random,uncertainty,5,,C18,OBSERVED,-0.43046055631554947
recall_at_1R_plus_0,random,uncertainty,5,,GCRIM,OBSERVED,-0.42953809944101207
recall_at_1R_plus_0,random,auto_tar,5,,C12,OBSERVED,-0.6342957130358705
recall_at_1R_plus_0,random,auto_tar,5,,C15,OBSERVED,-0.6918720587062296
recall_at_1R_plus_0,random,auto_tar,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,random,auto_tar,5,,C18,OBSERVED,-0.6967624259005928
recall_at_1R_plus_0,random,auto_tar,5,,GCRIM,OBSERVED,-0.7308031774051191
recall_at_1R_plus_0,random,fixed_20,5,,C12,OBSERVED,-0.6439195100612424
recall_at_1R_plus_0,random,fixed_20,5,,C15,OBSERVED,-0.7110153944324799
recall_at_1R_plus_0,random,fixed_20,5,,C16,OBSERVED,-0.08843537414965986
recall_at_1R_plus_0,random,fixed_20,5,,C18,OBSERVED,-0.6985864113087096
recall_at_1R_plus_0,random,fixed_20,5,,GCRIM,OBSERVED,-0.7366872609591056
recall_at_1R_plus_0,random,explore_10,5,,C12,OBSERVED,-0.615923009623797
recall_at_1R_plus_0,random,explore_10,5,,C15,OBSERVED,-0.669059583632448
recall_at_1R_plus_0,random,explore_10,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,random,explore_10,5,,C18,OBSERVED,-0.6600547195622435
recall_at_1R_plus_0,random,explore_10,5,,GCRIM,OBSERVED,-0.7005001471020889
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,C12,OBSERVED,-0.014873140857392825
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,C15,OBSERVED,0.10927654143734546
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,C16,OBSERVED,-0.006802721088435374
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,C18,OBSERVED,-0.02439580483356133
recall_at_1R_plus_0,seed_similarity,frozen_svm,5,,GCRIM,OBSERVED,-0.02030008826125331
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,C12,OBSERVED,-0.2047244094488189
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,C15,OBSERVED,0.13200925261226767
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,C18,OBSERVED,-0.2868217054263566
recall_at_1R_plus_0,seed_similarity,uncertainty,5,,GCRIM,OBSERVED,-0.186525448661371
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,C12,OBSERVED,-0.38495188101487315
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,C15,OBSERVED,-0.3504825715880992
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,C18,OBSERVED,-0.5531235750113999
recall_at_1R_plus_0,seed_similarity,auto_tar,5,,GCRIM,OBSERVED,-0.48779052662547806
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,C12,OBSERVED,-0.39457567804024496
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,C15,OBSERVED,-0.3696259073143495
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,C16,OBSERVED,-0.08843537414965986
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,C18,OBSERVED,-0.5549475604195167
recall_at_1R_plus_0,seed_similarity,fixed_20,5,,GCRIM,OBSERVED,-0.49367461017946457
recall_at_1R_plus_0,seed_similarity,explore_10,5,,C12,OBSERVED,-0.3665791776027997
recall_at_1R_plus_0,seed_similarity,explore_10,5,,C15,OBSERVED,-0.3276700965143176
recall_at_1R_plus_0,seed_similarity,explore_10,5,,C16,OBSERVED,-0.1564625850340136
recall_at_1R_plus_0,seed_similarity,explore_10,5,,C18,OBSERVED,-0.5164158686730507
recall_at_1R_plus_0,seed_similarity,explore_10,5,,GCRIM,OBSERVED,-0.4574874963224478
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,C12,OBSERVED,-0.18985126859142606
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,C15,OBSERVED,0.02273271117492223
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,C16,OBSERVED,-0.14965986394557823
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,C18,OBSERVED,-0.26242590059279525
recall_at_1R_plus_0,frozen_svm,uncertainty,5,,GCRIM,OBSERVED,-0.16622536040011768
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,C12,OBSERVED,-0.3700787401574803
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,C15,OBSERVED,-0.4597591130254447
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,C16,OBSERVED,-0.14965986394557823
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,C18,OBSERVED,-0.5287277701778386
recall_at_1R_plus_0,frozen_svm,auto_tar,5,,GCRIM,OBSERVED,-0.46749043836422477
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,C12,OBSERVED,-0.37970253718285213
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,C15,OBSERVED,-0.47890244875169496
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,C16,OBSERVED,-0.08163265306122448
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,C18,OBSERVED,-0.5305517555859554
recall_at_1R_plus_0,frozen_svm,fixed_20,5,,GCRIM,OBSERVED,-0.4733745219182112
recall_at_1R_plus_0,frozen_svm,explore_10,5,,C12,OBSERVED,-0.35170603674540685
recall_at_1R_plus_0,frozen_svm,explore_10,5,,C15,OBSERVED,-0.43694663795166305
recall_at_1R_plus_0,frozen_svm,explore_10,5,,C16,OBSERVED,-0.14965986394557823
recall_at_1R_plus_0,frozen_svm,explore_10,5,,C18,OBSERVED,-0.49202006383948926
recall_at_1R_plus_0,frozen_svm,explore_10,5,,GCRIM,OBSERVED,-0.4371874080611945
recall_at_1R_plus_0,uncertainty,auto_tar,5,,C12,OBSERVED,-0.18022747156605423
recall_at_1R_plus_0,uncertainty,auto_tar,5,,C15,OBSERVED,-0.4824918242003669
recall_at_1R_plus_0,uncertainty,auto_tar,5,,C16,OBSERVED,0.0
recall_at_1R_plus_0,uncertainty,auto_tar,5,,C18,OBSERVED,-0.2663018695850433
recall_at_1R_plus_0,uncertainty,auto_tar,5,,GCRIM,OBSERVED,-0.30126507796410706
recall_at_1R_plus_0,uncertainty,fixed_20,5,,C12,OBSERVED,-0.18985126859142606
recall_at_1R_plus_0,uncertainty,fixed_20,5,,C15,OBSERVED,-0.5016351599266172
recall_at_1R_plus_0,uncertainty,fixed_20,5,,C16,OBSERVED,0.06802721088435375
recall_at_1R_plus_0,uncertainty,fixed_20,5,,C18,OBSERVED,-0.26812585499316005
recall_at_1R_plus_0,uncertainty,fixed_20,5,,GCRIM,OBSERVED,-0.30714916151809357
recall_at_1R_plus_0,uncertainty,explore_10,5,,C12,OBSERVED,-0.16185476815398075
